净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2020-05-25,0.4052,1.5230%,限制大额申购,开放赎回,
2020-05-24,0.4079,1.5440%,限制大额申购,开放赎回,
2020-05-23,0.4079,1.5750%,限制大额申购,开放赎回,
2020-05-22,0.3864,1.6070%,限制大额申购,开放赎回,
2020-05-21,0.4099,1.6420%,限制大额申购,开放赎回,
2020-05-20,0.4377,1.6620%,限制大额申购,开放赎回,
2020-05-19,0.4442,1.6970%,限制大额申购,开放赎回,
2020-05-18,0.4437,1.7320%,限制大额申购,开放赎回,
2020-05-17,0.4675,1.7420%,限制大额申购,开放赎回,
2020-05-16,0.4676,1.7520%,限制大额申购,开放赎回,
2020-05-15,0.4537,1.7620%,限制大额申购,开放赎回,
2020-05-14,0.4470,1.7790%,限制大额申购,开放赎回,
2020-05-13,0.5040,1.7940%,限制大额申购,开放赎回,
2020-05-12,0.5100,1.7950%,限制大额申购,开放赎回,
2020-05-11,0.4620,1.7890%,限制大额申购,开放赎回,
2020-05-10,0.4864,1.8090%,限制大额申购,开放赎回,
2020-05-09,0.4864,1.8150%,限制大额申购,开放赎回,
2020-05-08,0.4868,1.8210%,限制大额申购,开放赎回,
2020-05-07,0.4742,1.8270%,限制大额申购,开放赎回,
2020-05-06,0.5071,1.8400%,限制大额申购,开放赎回,
2020-05-05,0.4983,1.8510%,限制大额申购,开放赎回,
2020-05-04,0.4983,1.8430%,限制大额申购,开放赎回,
2020-05-03,0.4983,1.8530%,限制大额申购,开放赎回,
2020-05-02,0.4983,1.8510%,限制大额申购,开放赎回,
2020-05-01,0.4983,1.8500%,限制大额申购,开放赎回,
2020-04-30,0.4991,1.8490%,限制大额申购,开放赎回,
2020-04-29,0.5266,1.8250%,限制大额申购,开放赎回,
2020-04-28,0.4840,1.8230%,限制大额申购,开放赎回,
2020-04-27,0.5160,1.8360%,限制大额申购,开放赎回,
2020-04-26,0.4960,1.8390%,限制大额申购,开放赎回,
2020-04-25,0.4960,1.8550%,限制大额申购,开放赎回,
2020-04-24,0.4955,1.8730%,限制大额申购,开放赎回,
2020-04-23,0.4544,1.8910%,限制大额申购,开放赎回,
2020-04-22,0.5225,1.9310%,限制大额申购,开放赎回,
2020-04-21,0.5097,1.9250%,限制大额申购,开放赎回,
2020-04-20,0.5203,1.9280%,限制大额申购,开放赎回,
2020-04-19,0.5273,1.9370%,限制大额申购,开放赎回,
2020-04-18,0.5291,1.9300%,限制大额申购,开放赎回,
2020-04-17,0.5293,1.9210%,限制大额申购,开放赎回,
2020-04-16,0.5297,1.8820%,限制大额申购,开放赎回,
2020-04-15,0.5115,1.8780%,限制大额申购,开放赎回,
2020-04-14,0.5150,1.8890%,限制大额申购,开放赎回,
2020-04-13,0.5372,1.8920%,限制大额申购,开放赎回,
2020-04-12,0.5136,1.9060%,限制大额申购,开放赎回,
2020-04-11,0.5136,1.9330%,限制大额申购,开放赎回,
2020-04-10,0.4551,1.9590%,限制大额申购,开放赎回,
2020-04-09,0.5228,2.0170%,限制大额申购,开放赎回,
2020-04-08,0.5308,2.0380%,限制大额申购,开放赎回,
2020-04-07,0.5218,2.0570%,限制大额申购,开放赎回,
2020-04-06,0.5635,2.0790%,限制大额申购,开放赎回,
2020-04-05,0.5635,2.0670%,限制大额申购,开放赎回,
2020-04-04,0.5635,2.0550%,限制大额申购,开放赎回,
2020-04-03,0.5637,2.0430%,限制大额申购,开放赎回,
2020-04-02,0.5621,2.0290%,限制大额申购,开放赎回,
2020-04-01,0.5674,2.0250%,限制大额申购,开放赎回,
2020-03-31,0.5621,2.0220%,限制大额申购,开放赎回,
2020-03-30,0.5407,2.0370%,限制大额申购,开放赎回,
2020-03-29,0.5412,2.0460%,限制大额申购,开放赎回,
2020-03-28,0.5412,2.0830%,限制大额申购,开放赎回,
2020-03-27,0.5368,2.1200%,限制大额申购,开放赎回,
2020-03-26,0.5548,2.1630%,限制大额申购,开放赎回,
2020-03-25,0.5633,2.1980%,限制大额申购,开放赎回,
2020-03-24,0.5891,2.2370%,限制大额申购,开放赎回,
2020-03-23,0.5587,2.2750%,限制大额申购,开放赎回,
2020-03-22,0.6103,2.3260%,限制大额申购,开放赎回,
2020-03-21,0.6103,2.3530%,限制大额申购,开放赎回,
2020-03-20,0.6182,2.3800%,限制大额申购,开放赎回,
2020-03-19,0.6199,2.4040%,限制大额申购,开放赎回,
2020-03-18,0.6371,2.4170%,限制大额申购,开放赎回,
2020-03-17,0.6591,2.4080%,限制大额申购,开放赎回,
2020-03-16,0.6541,2.3810%,限制大额申购,开放赎回,
2020-03-15,0.6617,2.3970%,限制大额申购,开放赎回,
2020-03-14,0.6618,2.4150%,限制大额申购,开放赎回,
2020-03-13,0.6628,2.4330%,限制大额申购,开放赎回,
2020-03-12,0.6445,2.4240%,限制大额申购,开放赎回,
2020-03-11,0.6189,2.4510%,限制大额申购,开放赎回,
2020-03-10,0.6098,2.4920%,限制大额申购,开放赎回,
2020-03-09,0.6829,2.5330%,限制大额申购,开放赎回,
2020-03-08,0.6953,2.5040%,限制大额申购,开放赎回,
2020-03-07,0.6953,2.5000%,限制大额申购,开放赎回,
2020-03-06,0.6471,2.4860%,限制大额申购,开放赎回,
2020-03-05,0.6942,2.4830%,限制大额申购,开放赎回,
2020-03-04,0.6953,2.4950%,限制大额申购,开放赎回,
2020-03-03,0.6871,2.5040%,限制大额申购,开放赎回,
2020-03-02,0.6297,2.5150%,限制大额申购,开放赎回,
2020-03-01,0.6865,2.5560%,限制大额申购,开放赎回,
2020-02-29,0.6687,2.5650%,限制大额申购,开放赎回,
2020-02-28,0.6425,2.5830%,限制大额申购,开放赎回,
2020-02-27,0.7162,2.5870%,限制大额申购,开放赎回,
2020-02-26,0.7134,2.5720%,限制大额申购,开放赎回,
2020-02-25,0.7068,2.5680%,限制大额申购,开放赎回,
2020-02-24,0.7058,2.5700%,限制大额申购,开放赎回,
2020-02-23,0.7032,2.5510%,限制大额申购,开放赎回,
2020-02-22,0.7033,2.5630%,限制大额申购,开放赎回,
2020-02-21,0.6503,2.5740%,限制大额申购,开放赎回,
2020-02-20,0.6881,2.5600%,限制大额申购,开放赎回,
2020-02-19,0.7061,2.5810%,限制大额申购,开放赎回,
2020-02-18,0.7106,2.5910%,限制大额申购,开放赎回,
2020-02-17,0.6701,2.6010%,限制大额申购,开放赎回,
2020-02-16,0.7246,2.6390%,限制大额申购,开放赎回,
2020-02-15,0.7246,2.6400%,限制大额申购,开放赎回,
2020-02-14,0.6245,2.6420%,限制大额申购,开放赎回,
2020-02-13,0.7266,2.6980%,限制大额申购,开放赎回,
2020-02-12,0.7240,2.6990%,限制大额申购,开放赎回,
2020-02-11,0.7298,2.7000%,限制大额申购,开放赎回,
2020-02-10,0.7413,2.6940%,限制大额申购,开放赎回,
2020-02-09,0.7276,2.6770%,限制大额申购,开放赎回,
2020-02-08,0.7276,2.6740%,限制大额申购,开放赎回,
2020-02-07,0.7282,2.6710%,限制大额申购,开放赎回,
2020-02-06,0.7297,2.6670%,限制大额申购,开放赎回,
2020-02-05,0.7253,2.6630%,限制大额申购,开放赎回,
2020-02-04,0.7191,2.6620%,限制大额申购,开放赎回,
2020-02-03,0.7084,2.6630%,限制大额申购,开放赎回,
2020-02-02,0.7221,2.6710%,限制大额申购,开放赎回,
2020-02-01,0.7221,2.6710%,限制大额申购,开放赎回,
2020-01-31,0.7221,2.6710%,限制大额申购,开放赎回,
2020-01-30,0.7221,2.6710%,限制大额申购,开放赎回,
2020-01-29,0.7221,2.7000%,限制大额申购,开放赎回,
2020-01-28,0.7221,2.7120%,限制大额申购,开放赎回,
2020-01-27,0.7221,2.7020%,限制大额申购,开放赎回,
2020-01-26,0.7222,2.6640%,限制大额申购,开放赎回,
2020-01-25,0.7222,2.7150%,限制大额申购,开放赎回,
2020-01-24,0.7222,2.7290%,限制大额申购,开放赎回,
2020-01-23,0.7770,2.8810%,限制大额申购,开放赎回,
2020-01-22,0.7447,2.8060%,限制大额申购,开放赎回,
2020-01-21,0.7020,2.8090%,限制大额申购,开放赎回,
2020-01-20,0.6523,2.8120%,限制大额申购,开放赎回,
2020-01-19,0.8164,2.8520%,限制大额申购,开放赎回,
2020-01-18,0.7486,2.8080%,限制大额申购,开放赎回,
2020-01-17,1.0057,2.8010%,限制大额申购,开放赎回,
2020-01-16,0.6381,2.6550%,限制大额申购,开放赎回,
2020-01-15,0.7503,2.6610%,限制大额申购,开放赎回,
2020-01-14,0.7070,2.6570%,限制大额申购,开放赎回,
2020-01-13,0.7271,2.6970%,限制大额申购,开放赎回,
2020-01-12,0.7352,2.7220%,限制大额申购,开放赎回,
2020-01-11,0.7352,2.7430%,限制大额申购,开放赎回,
2020-01-10,0.7325,2.7630%,限制大额申购,开放赎回,
2020-01-09,0.6499,2.7500%,限制大额申购,开放赎回,
2020-01-08,0.7420,2.7850%,限制大额申购,开放赎回,
2020-01-07,0.7825,2.7800%,限制大额申购,开放赎回,
2020-01-06,0.7733,2.7530%,限制大额申购,开放赎回,
2020-01-05,0.7739,2.7820%,限制大额申购,开放赎回,
2020-01-04,0.7739,2.7920%,限制大额申购,开放赎回,
2020-01-03,0.7074,2.8020%,限制大额申购,开放赎回,
2020-01-02,0.7145,2.8180%,限制大额申购,开放赎回,
2020-01-01,0.7329,2.8380%,限制大额申购,开放赎回,
2019-12-31,0.7328,2.8480%,限制大额申购,开放赎回,
2019-12-30,0.8279,2.8540%,限制大额申购,开放赎回,
2019-12-29,0.7915,2.7970%,限制大额申购,开放赎回,
2019-12-28,0.7932,2.7780%,限制大额申购,开放赎回,
2019-12-27,0.7362,2.7570%,限制大额申购,开放赎回,
2019-12-26,0.7530,2.7490%,限制大额申购,开放赎回,
2019-12-25,0.7513,2.7180%,限制大额申购,开放赎回,
2019-12-24,0.7445,2.6790%,限制大额申购,开放赎回,
2019-12-23,0.7214,2.6370%,限制大额申购,开放赎回,
2019-12-22,0.7548,2.6060%,限制大额申购,开放赎回,
2019-12-21,0.7548,2.5760%,限制大额申购,开放赎回,
2019-12-20,0.7217,2.5470%,限制大额申购,开放赎回,
2019-12-19,0.6956,2.5170%,限制大额申购,开放赎回,
2019-12-18,0.6772,2.5200%,限制大额申购,开放赎回,
2019-12-17,0.6665,2.5310%,限制大额申购,开放赎回,
2019-12-16,0.6630,2.5290%,限制大额申购,开放赎回,
2019-12-15,0.6996,2.5270%,限制大额申购,开放赎回,
2019-12-14,0.7003,2.5240%,限制大额申购,开放赎回,
2019-12-13,0.6660,2.5210%,限制大额申购,开放赎回,
2019-12-12,0.7002,2.5200%,限制大额申购,开放赎回,
2019-12-11,0.6982,2.5200%,限制大额申购,开放赎回,
2019-12-10,0.6629,2.5160%,限制大额申购,开放赎回,
2019-12-09,0.6587,2.5150%,限制大额申购,开放赎回,
2019-12-08,0.6948,2.5080%,限制大额申购,开放赎回,
2019-12-07,0.6948,2.4880%,限制大额申购,开放赎回,
2019-12-06,0.6634,2.4740%,限制大额申购,开放赎回,
2019-12-05,0.6999,2.4680%,限制大额申购,开放赎回,
2019-12-04,0.6918,2.4590%,限制大额申购,开放赎回,
2019-12-03,0.6602,2.4390%,限制大额申购,开放赎回,
2019-12-02,0.6461,2.4270%,限制大额申购,开放赎回,
2019-12-01,0.6575,2.4230%,限制大额申购,开放赎回,
2019-11-30,0.6680,2.4360%,限制大额申购,开放赎回,
2019-11-29,0.6521,2.4440%,限制大额申购,开放赎回,
2019-11-28,0.6827,2.4500%,限制大额申购,开放赎回,
2019-11-27,0.6554,2.4570%,限制大额申购,开放赎回,
2019-11-26,0.6381,2.4710%,限制大额申购,开放赎回,
2019-11-25,0.6376,2.4830%,限制大额申购,开放赎回,
2019-11-24,0.6821,2.4790%,限制大额申购,开放赎回,
2019-11-23,0.6836,2.4540%,限制大额申购,开放赎回,
2019-11-22,0.6624,2.4300%,限制大额申购,开放赎回,
2019-11-21,0.6954,2.4070%,限制大额申购,开放赎回,
2019-11-20,0.6826,2.3850%,限制大额申购,开放赎回,
2019-11-19,0.6597,2.3460%,限制大额申购,开放赎回,
2019-11-18,0.6311,2.3370%,限制大额申购,开放赎回,
2019-11-17,0.6351,2.3430%,限制大额申购,开放赎回,
2019-11-16,0.6380,2.3460%,限制大额申购,开放赎回,
2019-11-15,0.6202,2.3480%,限制大额申购,开放赎回,
2019-11-14,0.6532,2.3580%,限制大额申购,开放赎回,
2019-11-13,0.6095,2.3520%,限制大额申购,开放赎回,
2019-11-12,0.6433,2.3720%,限制大额申购,开放赎回,
2019-11-11,0.6433,2.3770%,限制大额申购,开放赎回,
2019-11-10,0.6405,2.3690%,限制大额申购,开放赎回,
2019-11-09,0.6405,2.3750%,限制大额申购,开放赎回,
2019-11-08,0.6401,2.3810%,限制大额申购,开放赎回,
2019-11-07,0.6414,2.3870%,限制大额申购,开放赎回,
2019-11-06,0.6476,2.3890%,限制大额申购,开放赎回,
2019-11-05,0.6522,2.3910%,限制大额申购,开放赎回,
2019-11-04,0.6282,2.3880%,限制大额申购,开放赎回,
2019-11-03,0.6514,2.3960%,限制大额申购,开放赎回,
2019-11-02,0.6515,2.3930%,限制大额申购,开放赎回,
2019-11-01,0.6511,2.3890%,限制大额申购,开放赎回,
2019-10-31,0.6467,2.3850%,限制大额申购,开放赎回,
2019-10-30,0.6505,2.3810%,限制大额申购,开放赎回,
2019-10-29,0.6467,2.3770%,限制大额申购,开放赎回,
2019-10-28,0.6433,2.3740%,限制大额申购,开放赎回,
2019-10-27,0.6448,2.3700%,限制大额申购,开放赎回,
2019-10-26,0.6448,2.3660%,限制大额申购,开放赎回,
2019-10-25,0.6431,2.3620%,限制大额申购,开放赎回,
2019-10-24,0.6402,2.3580%,限制大额申购,开放赎回,
2019-10-23,0.6430,2.3570%,限制大额申购,开放赎回,
2019-10-22,0.6403,2.3540%,限制大额申购,开放赎回,
2019-10-21,0.6359,2.3490%,限制大额申购,开放赎回,
2019-10-20,0.6376,2.3420%,限制大额申购,开放赎回,
2019-10-19,0.6376,2.3450%,限制大额申购,开放赎回,
2019-10-18,0.6352,2.3470%,限制大额申购,开放赎回,
2019-10-17,0.6380,2.3580%,限制大额申购,开放赎回,
2019-10-16,0.6375,2.3510%,限制大额申购,开放赎回,
2019-10-15,0.6306,2.3280%,限制大额申购,开放赎回,
2019-10-14,0.6241,2.3430%,限制大额申购,开放赎回,
2019-10-13,0.6421,2.3630%,限制大额申购,开放赎回,
2019-10-12,0.6421,2.3740%,限制大额申购,开放赎回,
2019-10-11,0.6563,2.3850%,限制大额申购,开放赎回,
2019-10-10,0.6243,2.3880%,限制大额申购,开放赎回,
2019-10-09,0.5947,2.4080%,限制大额申购,开放赎回,
2019-10-08,0.6578,2.4450%,限制大额申购,开放赎回,
2019-10-07,0.6623,2.4470%,限制大额申购,开放赎回,
2019-10-06,0.6623,2.4470%,限制大额申购,开放赎回,
2019-10-05,0.6624,2.4490%,限制大额申购,开放赎回,
2019-10-04,0.6624,2.4510%,限制大额申购,开放赎回,
2019-10-03,0.6624,2.4530%,限制大额申购,开放赎回,
2019-10-02,0.6625,2.4620%,限制大额申购,开放赎回,
2019-10-01,0.6625,2.4630%,限制大额申购,开放赎回,
2019-09-30,0.6622,2.4470%,限制大额申购,开放赎回,
2019-09-29,0.6657,2.4310%,限制大额申购,开放赎回,
2019-09-28,0.6658,2.4040%,限制大额申购,开放赎回,
2019-09-27,0.6663,2.3760%,限制大额申购,开放赎回,
2019-09-26,0.6799,2.3540%,限制大额申购,开放赎回,
2019-09-25,0.6643,2.3240%,限制大额申购,开放赎回,
2019-09-24,0.6332,2.3030%,限制大额申购,开放赎回,
2019-09-23,0.6316,2.2990%,限制大额申购,开放赎回,
2019-09-22,0.6143,2.3020%,限制大额申购,开放赎回,
2019-09-21,0.6144,2.3120%,限制大额申购,开放赎回,
2019-09-20,0.6249,2.3210%,限制大额申购,开放赎回,
2019-09-19,0.6235,2.3250%,限制大额申购,开放赎回,
2019-09-18,0.6241,2.3330%,限制大额申购,开放赎回,
2019-09-17,0.6272,2.3440%,限制大额申购,开放赎回,
2019-09-16,0.6364,2.3470%,限制大额申购,开放赎回,
2019-09-15,0.6325,2.3450%,限制大额申购,开放赎回,
2019-09-14,0.6325,2.3450%,限制大额申购,开放赎回,
2019-09-13,0.6325,2.3440%,限制大额申购,开放赎回,
2019-09-12,0.6377,2.3430%,限制大额申购,开放赎回,
2019-09-11,0.6440,2.3400%,限制大额申购,开放赎回,
2019-09-10,0.6342,2.3340%,限制大额申购,开放赎回,
2019-09-09,0.6328,2.3220%,限制大额申购,开放赎回,
2019-09-08,0.6313,2.3140%,限制大额申购,开放赎回,
2019-09-07,0.6314,2.3130%,限制大额申购,开放赎回,
2019-09-06,0.6311,2.3130%,限制大额申购,开放赎回,
2019-09-05,0.6313,2.3130%,限制大额申购,开放赎回,
2019-09-04,0.6331,2.3100%,限制大额申购,开放赎回,
2019-09-03,0.6107,2.2960%,限制大额申购,开放赎回,
2019-09-02,0.6180,2.2940%,限制大额申购,开放赎回,
2019-09-01,0.6308,2.2860%,限制大额申购,开放赎回,
2019-08-31,0.6308,2.2830%,限制大额申购,开放赎回,
2019-08-30,0.6299,2.2790%,限制大额申购,开放赎回,
2019-08-29,0.6265,2.2230%,限制大额申购,开放赎回,
2019-08-28,0.6076,2.3540%,限制大额申购,开放赎回,
2019-08-27,0.6062,2.3720%,限制大额申购,开放赎回,
2019-08-26,0.6033,2.3830%,限制大额申购,开放赎回,
2019-08-25,0.6245,2.3900%,限制大额申购,开放赎回,
2019-08-24,0.6245,2.3980%,限制大额申购,开放赎回,
2019-08-23,0.5236,2.4060%,限制大额申购,开放赎回,
2019-08-22,0.8725,2.4680%,限制大额申购,开放赎回,
2019-08-21,0.6415,2.3470%,限制大额申购,开放赎回,
2019-08-20,0.6262,2.3480%,限制大额申购,开放赎回,
2019-08-19,0.6176,2.3550%,限制大额申购,开放赎回,
2019-08-18,0.6387,2.3680%,限制大额申购,开放赎回,
2019-08-17,0.6388,2.3710%,限制大额申购,开放赎回,
2019-08-16,0.6399,2.3730%,限制大额申购,开放赎回,
2019-08-15,0.6460,2.3730%,限制大额申购,开放赎回,
2019-08-14,0.6445,2.3630%,限制大额申购,开放赎回,
2019-08-13,0.6391,2.3640%,限制大额申购,开放赎回,
2019-08-12,0.6419,2.3600%,限制大额申购,开放赎回,
2019-08-11,0.6433,2.3660%,限制大额申购,开放赎回,
2019-08-10,0.6433,2.3720%,限制大额申购,开放赎回,
2019-08-09,0.6391,2.3780%,限制大额申购,开放赎回,
2019-08-08,0.6281,2.3870%,限制大额申购,开放赎回,
2019-08-07,0.6466,2.4050%,限制大额申购,开放赎回,
2019-08-06,0.6316,2.4010%,限制大额申购,开放赎回,
2019-08-05,0.6536,2.4130%,限制大额申购,开放赎回,
2019-08-04,0.6538,2.4140%,限制大额申购,开放赎回,
2019-08-03,0.6538,2.4160%,限制大额申购,开放赎回,
2019-08-02,0.6569,2.4180%,限制大额申购,开放赎回,
2019-08-01,0.6612,2.4190%,限制大额申购,开放赎回,
2019-07-31,0.6394,2.4100%,限制大额申购,开放赎回,
2019-07-30,0.6541,2.4200%,限制大额申购,开放赎回,
2019-07-29,0.6563,2.4230%,限制大额申购,开放赎回,
2019-07-28,0.6576,2.4280%,限制大额申购,开放赎回,
2019-07-27,0.6576,2.4420%,限制大额申购,开放赎回,
2019-07-26,0.6579,2.4570%,限制大额申购,开放赎回,
2019-07-25,0.6445,2.4710%,限制大额申购,开放赎回,
2019-07-24,0.6572,2.4930%,限制大额申购,开放赎回,
2019-07-23,0.6603,2.5070%,限制大额申购,开放赎回,
2019-07-22,0.6663,2.5210%,限制大额申购,开放赎回,
2019-07-21,0.6842,2.5260%,限制大额申购,开放赎回,
2019-07-20,0.6842,2.5270%,限制大额申购,开放赎回,
2019-07-19,0.6851,2.5280%,限制大额申购,开放赎回,
2019-07-18,0.6857,2.5180%,限制大额申购,开放赎回,
2019-07-17,0.6829,2.5190%,限制大额申购,开放赎回,
