净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2021-08-04,0.5479,2.0400%,限制大额申购,开放赎回,
2021-08-03,0.5452,2.0410%,限制大额申购,开放赎回,
2021-08-02,0.5487,2.0530%,限制大额申购,开放赎回,
2021-08-01,0.5422,2.0630%,限制大额申购,开放赎回,
2021-07-31,0.5422,2.0600%,限制大额申购,开放赎回,
2021-07-30,0.5424,2.0570%,限制大额申购,开放赎回,
2021-07-29,0.6051,2.0530%,限制大额申购,开放赎回,
2021-07-28,0.5483,2.0150%,限制大额申购,开放赎回,
2021-07-27,0.5688,2.0060%,限制大额申购,开放赎回,
2021-07-26,0.5668,1.9850%,限制大额申购,开放赎回,
2021-07-25,0.5363,1.9690%,限制大额申购,开放赎回,
2021-07-24,0.5364,1.9640%,限制大额申购,开放赎回,
2021-07-23,0.5359,1.9600%,限制大额申购,开放赎回,
2021-07-22,0.5339,1.9700%,限制大额申购,开放赎回,
2021-07-21,0.5317,1.9660%,限制大额申购,开放赎回,
2021-07-20,0.5295,1.9630%,限制大额申购,开放赎回,
2021-07-19,0.5358,1.9580%,限制大额申购,开放赎回,
2021-07-18,0.5277,1.9530%,限制大额申购,开放赎回,
2021-07-17,0.5277,1.9480%,限制大额申购,开放赎回,
2021-07-16,0.5546,1.9440%,限制大额申购,开放赎回,
2021-07-15,0.5277,1.9260%,限制大额申购,开放赎回,
2021-07-14,0.5250,1.9420%,限制大额申购,开放赎回,
2021-07-13,0.5195,1.9400%,限制大额申购,开放赎回,
2021-07-12,0.5271,1.9700%,限制大额申购,开放赎回,
2021-07-11,0.5194,2.0100%,限制大额申购,开放赎回,
2021-07-10,0.5195,2.0740%,限制大额申购,开放赎回,
2021-07-09,0.5196,2.1370%,限制大额申购,开放赎回,
2021-07-08,0.5595,2.2010%,限制大额申购,开放赎回,
2021-07-07,0.5207,2.2180%,限制大额申购,开放赎回,
2021-07-06,0.5748,2.2470%,限制大额申购,开放赎回,
2021-07-05,0.6032,2.2680%,限制大额申购,开放赎回,
2021-07-04,0.6389,2.2610%,限制大额申购,开放赎回,
2021-07-03,0.6389,2.2300%,限制大额申购,开放赎回,
2021-07-02,0.6390,2.1990%,限制大额申购,开放赎回,
2021-07-01,0.5914,2.1670%,限制大额申购,开放赎回,
2021-06-30,0.5749,2.1670%,限制大额申购,开放赎回,
2021-06-29,0.6150,2.1580%,限制大额申购,开放赎回,
2021-06-28,0.5907,2.1160%,限制大额申购,开放赎回,
2021-06-27,0.5800,2.0790%,限制大额申购,开放赎回,
2021-06-26,0.5800,2.0520%,限制大额申购,开放赎回,
2021-06-25,0.5792,2.0250%,限制大额申购,开放赎回,
2021-06-24,0.5917,1.9980%,限制大额申购,开放赎回,
2021-06-23,0.5574,1.9580%,限制大额申购,开放赎回,
2021-06-22,0.5376,1.9400%,限制大额申购,开放赎回,
2021-06-21,0.5204,1.9350%,限制大额申购,开放赎回,
2021-06-20,0.5293,1.9440%,限制大额申购,开放赎回,
2021-06-19,0.5293,1.9490%,限制大额申购,开放赎回,
2021-06-18,0.5289,1.9530%,限制大额申购,开放赎回,
2021-06-17,0.5158,1.9720%,限制大额申购,开放赎回,
2021-06-16,0.5233,1.9840%,限制大额申购,开放赎回,
2021-06-15,0.5283,1.9940%,限制大额申购,开放赎回,
2021-06-14,0.5378,2.0000%,限制大额申购,开放赎回,
2021-06-13,0.5378,2.0050%,限制大额申购,开放赎回,
2021-06-12,0.5378,2.0120%,限制大额申购,开放赎回,
2021-06-11,0.5637,2.0190%,限制大额申购,开放赎回,
2021-06-10,0.5383,2.0120%,限制大额申购,开放赎回,
2021-06-09,0.5428,2.0230%,限制大额申购,开放赎回,
2021-06-08,0.5400,2.0300%,限制大额申购,开放赎回,
2021-06-07,0.5464,2.0410%,限制大额申购,开放赎回,
2021-06-06,0.5509,2.0440%,限制大额申购,开放赎回,
2021-06-05,0.5510,2.0470%,限制大额申购,开放赎回,
2021-06-04,0.5514,2.0510%,限制大额申购,开放赎回,
2021-06-03,0.5587,2.0540%,限制大额申购,开放赎回,
2021-06-02,0.5551,2.0550%,限制大额申购,开放赎回,
2021-06-01,0.5606,2.0570%,限制大额申购,开放赎回,
2021-05-31,0.5523,2.0550%,限制大额申购,开放赎回,
2021-05-30,0.5580,2.0610%,限制大额申购,开放赎回,
2021-05-29,0.5581,2.0620%,限制大额申购,开放赎回,
2021-05-28,0.5571,2.0630%,限制大额申购,开放赎回,
2021-05-27,0.5603,2.0660%,限制大额申购,开放赎回,
2021-05-26,0.5583,2.0830%,限制大额申购,开放赎回,
2021-05-25,0.5577,2.0840%,限制大额申购,开放赎回,
2021-05-24,0.5622,2.0910%,限制大额申购,开放赎回,
2021-05-23,0.5608,2.0890%,限制大额申购,开放赎回,
2021-05-22,0.5608,2.0940%,限制大额申购,开放赎回,
2021-05-21,0.5611,2.0980%,限制大额申购,开放赎回,
2021-05-20,0.5926,2.1170%,限制大额申购,开放赎回,
2021-05-19,0.5599,2.1120%,限制大额申购,开放赎回,
2021-05-18,0.5714,2.1250%,限制大额申购,开放赎回,
2021-05-17,0.5592,2.1190%,限制大额申购,开放赎回,
2021-05-16,0.5687,2.1200%,限制大额申购,开放赎回,
2021-05-15,0.5698,2.1150%,限制大额申购,开放赎回,
2021-05-14,0.5969,2.1090%,限制大额申购,开放赎回,
2021-05-13,0.5828,2.0880%,限制大额申购,开放赎回,
2021-05-12,0.5845,2.0780%,限制大额申购,开放赎回,
2021-05-11,0.5604,2.0690%,限制大额申购,开放赎回,
2021-05-10,0.5598,2.0730%,限制大额申购,开放赎回,
2021-05-09,0.5591,2.0780%,限制大额申购,开放赎回,
2021-05-08,0.5591,2.0830%,限制大额申购,开放赎回,
2021-05-07,0.5575,2.0880%,限制大额申购,开放赎回,
2021-05-06,0.5632,2.0940%,限制大额申购,开放赎回,
2021-05-05,0.5685,2.1000%,限制大额申购,开放赎回,
2021-05-04,0.5685,2.1030%,限制大额申购,开放赎回,
2021-05-03,0.5685,2.0990%,限制大额申购,开放赎回,
2021-05-02,0.5685,2.0940%,限制大额申购,开放赎回,
2021-05-01,0.5685,2.0850%,限制大额申购,开放赎回,
2021-04-30,0.5692,2.0770%,限制大额申购,开放赎回,
2021-04-29,0.5735,2.0790%,限制大额申购,开放赎回,
2021-04-28,0.5740,2.0740%,限制大额申购,开放赎回,
2021-04-27,0.5616,2.0710%,限制大额申购,开放赎回,
2021-04-26,0.5584,2.0720%,限制大额申购,开放赎回,
2021-04-25,0.5529,2.0710%,限制大额申购,开放赎回,
2021-04-24,0.5529,2.0620%,限制大额申购,开放赎回,
2021-04-23,0.5730,2.0520%,限制大额申购,开放赎回,
2021-04-22,0.5639,2.0360%,限制大额申购,开放赎回,
2021-04-21,0.5677,2.0370%,限制大额申购,开放赎回,
2021-04-20,0.5639,2.0360%,限制大额申购,开放赎回,
2021-04-19,0.5578,2.0510%,限制大额申购,开放赎回,
2021-04-18,0.5348,2.0580%,限制大额申购,开放赎回,
2021-04-17,0.5348,2.0790%,限制大额申购,开放赎回,
2021-04-16,0.5433,2.0990%,限制大额申购,开放赎回,
2021-04-15,0.5647,2.1070%,限制大额申购,开放赎回,
2021-04-14,0.5655,2.1280%,限制大额申购,开放赎回,
2021-04-13,0.5924,2.1390%,限制大额申购,开放赎回,
2021-04-12,0.5715,2.1380%,限制大额申购,开放赎回,
2021-04-11,0.5737,2.1590%,限制大额申购,开放赎回,
2021-04-10,0.5737,2.1800%,限制大额申购,开放赎回,
2021-04-09,0.5571,2.2000%,限制大额申购,开放赎回,
2021-04-08,0.6044,2.2310%,限制大额申购,开放赎回,
2021-04-07,0.5857,2.2310%,限制大额申购,开放赎回,
2021-04-06,0.5907,2.2430%,限制大额申购,开放赎回,
2021-04-05,0.6119,2.2520%,限制大额申购,开放赎回,
2021-04-04,0.6120,2.2460%,限制大额申购,开放赎回,
2021-04-03,0.6120,2.2470%,限制大额申购,开放赎回,
2021-04-02,0.6157,2.2470%,限制大额申购,开放赎回,
2021-04-01,0.6041,2.2450%,限制大额申购,开放赎回,
2021-03-31,0.6077,2.2380%,限制大额申购,开放赎回,
2021-03-30,0.6085,2.2320%,限制大额申购,开放赎回,
2021-03-29,0.5997,2.2240%,限制大额申购,开放赎回,
2021-03-28,0.6132,2.2180%,限制大额申购,开放赎回,
2021-03-27,0.6132,2.2060%,限制大额申购,开放赎回,
2021-03-26,0.6116,2.1940%,限制大额申购,开放赎回,
2021-03-25,0.5907,2.1830%,限制大额申购,开放赎回,
2021-03-24,0.5969,2.1790%,限制大额申购,开放赎回,
2021-03-23,0.5930,2.1720%,限制大额申购,开放赎回,
2021-03-22,0.5891,2.1680%,限制大额申购,开放赎回,
2021-03-21,0.5905,2.1630%,限制大额申购,开放赎回,
2021-03-20,0.5905,2.1880%,限制大额申购,开放赎回,
2021-03-19,0.5918,2.2120%,限制大额申购,开放赎回,
2021-03-18,0.5820,2.2360%,限制大额申购,开放赎回,
2021-03-17,0.5847,2.2610%,限制大额申购,开放赎回,
2021-03-16,0.5841,2.2850%,限制大额申购,开放赎回,
2021-03-15,0.5811,2.2930%,限制大额申购,开放赎回,
2021-03-14,0.6362,2.3220%,限制大额申购,开放赎回,
2021-03-13,0.6363,2.3240%,限制大额申购,开放赎回,
2021-03-12,0.6368,2.3270%,限制大额申购,开放赎回,
2021-03-11,0.6284,2.3170%,限制大额申购,开放赎回,
2021-03-10,0.6297,2.3180%,限制大额申购,开放赎回,
2021-03-09,0.6004,2.3310%,限制大额申购,开放赎回,
2021-03-08,0.6338,2.3460%,限制大额申购,开放赎回,
2021-03-07,0.6412,2.3370%,限制大额申购,开放赎回,
2021-03-06,0.6412,2.3300%,限制大额申购,开放赎回,
2021-03-05,0.6182,2.3230%,限制大额申购,开放赎回,
2021-03-04,0.6311,2.3280%,限制大额申购,开放赎回,
2021-03-03,0.6538,2.3230%,限制大额申购,开放赎回,
2021-03-02,0.6282,2.3270%,限制大额申购,开放赎回,
2021-03-01,0.6169,2.3130%,限制大额申购,开放赎回,
2021-02-28,0.6277,2.3090%,限制大额申购,开放赎回,
2021-02-27,0.6277,2.2990%,限制大额申购,开放赎回,
2021-02-26,0.6280,2.2880%,限制大额申购,开放赎回,
2021-02-25,0.6228,2.2970%,限制大额申购,开放赎回,
2021-02-24,0.6596,2.2960%,限制大额申购,开放赎回,
2021-02-23,0.6033,2.2930%,限制大额申购,开放赎回,
2021-02-22,0.6097,2.3200%,限制大额申购,开放赎回,
2021-02-21,0.6073,2.3440%,限制大额申购,开放赎回,
2021-02-20,0.6081,2.3690%,限制大额申购,开放赎回,
2021-02-19,0.6441,2.3940%,限制大额申购,开放赎回,
2021-02-18,0.6208,2.4000%,限制大额申购,开放赎回,
2021-02-17,0.6545,2.4180%,限制大额申购,开放赎回,
2021-02-16,0.6545,2.4210%,限制大额申购,开放赎回,
2021-02-15,0.6545,2.4150%,限制大额申购,开放赎回,
2021-02-14,0.6546,2.4190%,限制大额申购,开放赎回,
2021-02-13,0.6546,2.4200%,限制大额申购,开放赎回,
2021-02-12,0.6546,2.4210%,限制大额申购,开放赎回,
2021-02-11,0.6546,2.4330%,限制大额申购,开放赎回,
2021-02-10,0.6609,2.4460%,限制大额申购,开放赎回,
2021-02-09,0.6421,2.4870%,限制大额申购,开放赎回,
2021-02-08,0.6624,2.5550%,限制大额申购,开放赎回,
2021-02-07,0.6564,2.6030%,限制大额申购,开放赎回,
2021-02-06,0.6564,2.6610%,限制大额申购,开放赎回,
2021-02-05,0.6770,2.7190%,限制大额申购,开放赎回,
2021-02-04,0.6802,2.7630%,限制大额申购,开放赎回,
2021-02-03,0.7377,2.8180%,限制大额申购,开放赎回,
2021-02-02,0.7682,2.8500%,限制大额申购,开放赎回,
2021-02-01,0.7531,2.7910%,限制大额申购,开放赎回,
2021-01-31,0.7640,2.7410%,限制大额申购,开放赎回,
2021-01-30,0.7640,2.6830%,限制大额申购,开放赎回,
2021-01-29,0.7605,2.6260%,限制大额申购,开放赎回,
2021-01-28,0.7821,2.5710%,限制大额申购,开放赎回,
2021-01-27,0.7979,2.5040%,限制大额申购,开放赎回,
2021-01-26,0.6576,2.4220%,限制大额申购,开放赎回,
2021-01-25,0.6592,2.3950%,限制大额申购,开放赎回,
2021-01-24,0.6571,2.3720%,限制大额申购,开放赎回,
2021-01-23,0.6571,2.3480%,限制大额申购,开放赎回,
2021-01-22,0.6568,2.3240%,限制大额申购,开放赎回,
2021-01-21,0.6575,2.2890%,限制大额申购,开放赎回,
2021-01-20,0.6447,2.2660%,限制大额申购,开放赎回,
2021-01-19,0.6065,2.2570%,限制大额申购,开放赎回,
2021-01-18,0.6159,2.2680%,限制大额申购,开放赎回,
2021-01-17,0.6121,2.3080%,限制大额申购,开放赎回,
2021-01-16,0.6121,2.3510%,限制大额申购,开放赎回,
2021-01-15,0.5910,2.3940%,限制大额申购,开放赎回,
2021-01-14,0.6145,2.4470%,限制大额申购,开放赎回,
2021-01-13,0.6277,2.4960%,限制大额申购,开放赎回,
2021-01-12,0.6284,2.5490%,限制大额申购,开放赎回,
2021-01-11,0.6899,2.5910%,限制大额申购,开放赎回,
2021-01-10,0.6926,2.5690%,限制大额申购,开放赎回,
2021-01-09,0.6926,2.5800%,限制大额申购,开放赎回,
2021-01-08,0.6903,2.5910%,限制大额申购,开放赎回,
2021-01-07,0.7074,2.6030%,限制大额申购,开放赎回,
2021-01-06,0.7258,2.6220%,限制大额申购,开放赎回,
2021-01-05,0.7065,2.6290%,限制大额申购,开放赎回,
2021-01-04,0.6496,2.6890%,限制大额申购,开放赎回,
2021-01-03,0.7127,2.7560%,限制大额申购,开放赎回,
2021-01-02,0.7128,2.7710%,限制大额申购,开放赎回,
2021-01-01,0.7128,2.7860%,限制大额申购,开放赎回,
2020-12-31,0.7434,2.8000%,限制大额申购,开放赎回,
2020-12-30,0.7383,2.7980%,限制大额申购,开放赎回,
2020-12-29,0.8194,2.7740%,限制大额申购,开放赎回,
2020-12-28,0.7748,2.6970%,限制大额申购,开放赎回,
2020-12-27,0.7409,2.6370%,限制大额申购,开放赎回,
2020-12-26,0.7409,2.5930%,限制大额申购,开放赎回,
2020-12-25,0.7382,2.5490%,限制大额申购,开放赎回,
2020-12-24,0.7402,2.5020%,限制大额申购,开放赎回,
2020-12-23,0.6937,2.4650%,限制大额申购,开放赎回,
2020-12-22,0.6749,2.4700%,限制大额申购,开放赎回,
2020-12-21,0.6640,2.4680%,限制大额申购,开放赎回,
2020-12-20,0.6578,2.4800%,限制大额申购,开放赎回,
2020-12-19,0.6578,2.4900%,限制大额申购,开放赎回,
2020-12-18,0.6515,2.4990%,限制大额申购,开放赎回,
2020-12-17,0.6705,2.5110%,限制大额申购,开放赎回,
2020-12-16,0.7034,2.5240%,限制大额申购,开放赎回,
2020-12-15,0.6707,2.5140%,限制大额申购,开放赎回,
2020-12-14,0.6875,2.5070%,限制大额申购,开放赎回,
2020-12-13,0.6751,2.4910%,限制大额申购,开放赎回,
2020-12-12,0.6751,2.4850%,限制大额申购,开放赎回,
2020-12-11,0.6746,2.4800%,限制大额申购,开放赎回,
2020-12-10,0.6943,2.4700%,限制大额申购,开放赎回,
2020-12-09,0.6839,2.4480%,限制大额申购,开放赎回,
2020-12-08,0.6591,2.4200%,限制大额申购,开放赎回,
2020-12-07,0.6560,2.4390%,限制大额申购,开放赎回,
2020-12-06,0.6654,2.3780%,限制大额申购,开放赎回,
2020-12-05,0.6654,2.3820%,限制大额申购,开放赎回,
2020-12-04,0.6563,2.3860%,限制大额申购,开放赎回,
2020-12-03,0.6529,2.3360%,限制大额申购,开放赎回,
2020-12-02,0.6315,2.2910%,限制大额申购,开放赎回,
2020-12-01,0.6944,2.2510%,限制大额申购,开放赎回,
2020-11-30,0.5414,2.1980%,限制大额申购,开放赎回,
2020-11-29,0.6730,2.2260%,限制大额申购,开放赎回,
2020-11-28,0.6731,2.1980%,限制大额申购,开放赎回,
2020-11-27,0.5631,2.1690%,限制大额申购,开放赎回,
2020-11-26,0.5670,2.1710%,限制大额申购,开放赎回,
2020-11-25,0.5564,2.1700%,限制大额申购,开放赎回,
2020-11-24,0.5962,2.1750%,限制大额申购,开放赎回,
2020-11-23,0.5939,2.1420%,限制大额申购,开放赎回,
2020-11-22,0.6195,2.1580%,限制大额申购,开放赎回,
2020-11-21,0.6195,2.1510%,限制大额申购,开放赎回,
2020-11-20,0.5667,2.1440%,限制大额申购,开放赎回,
2020-11-19,0.5659,2.1430%,限制大额申购,开放赎回,
2020-11-18,0.5656,2.1640%,限制大额申购,开放赎回,
2020-11-17,0.5340,2.1740%,限制大额申购,开放赎回,
2020-11-16,0.6244,2.2000%,限制大额申购,开放赎回,
2020-11-15,0.6055,2.1760%,限制大额申购,开放赎回,
2020-11-14,0.6055,2.1670%,限制大额申购,开放赎回,
2020-11-13,0.5655,2.1580%,限制大额申购,开放赎回,
2020-11-12,0.6059,2.1600%,限制大额申购,开放赎回,
2020-11-11,0.5848,2.1390%,限制大额申购,开放赎回,
2020-11-10,0.5812,2.1220%,限制大额申购,开放赎回,
2020-11-09,0.5802,2.1260%,限制大额申购,开放赎回,
2020-11-08,0.5883,2.0510%,限制大额申购,开放赎回,
2020-11-07,0.5883,2.0810%,限制大额申购,开放赎回,
2020-11-06,0.5707,2.1110%,限制大额申购,开放赎回,
2020-11-05,0.5662,2.1210%,限制大额申购,开放赎回,
2020-11-04,0.5531,2.1040%,限制大额申购,开放赎回,
2020-11-03,0.5874,2.1350%,限制大额申购,开放赎回,
2020-11-02,0.4396,2.1290%,限制大额申购,开放赎回,
2020-11-01,0.6451,2.2010%,限制大额申购,开放赎回,
2020-10-31,0.6451,2.1630%,限制大额申购,开放赎回,
2020-10-30,0.5893,2.1250%,限制大额申购,开放赎回,
2020-10-29,0.5337,2.1200%,限制大额申购,开放赎回,
2020-10-28,0.6108,2.1300%,限制大额申购,开放赎回,
2020-10-27,0.5775,2.1100%,限制大额申购,开放赎回,
2020-10-26,0.5748,2.1000%,限制大额申购,开放赎回,
2020-10-25,0.5735,2.0800%,限制大额申购,开放赎回,
2020-10-24,0.5735,2.0670%,限制大额申购,开放赎回,
2020-10-23,0.5794,2.0540%,限制大额申购,开放赎回,
2020-10-22,0.5523,2.0030%,限制大额申购,开放赎回,
2020-10-21,0.5742,1.9420%,限制大额申购,开放赎回,
2020-10-20,0.5573,1.9590%,限制大额申购,开放赎回,
2020-10-19,0.5389,1.9520%,限制大额申购,开放赎回,
2020-10-18,0.5484,1.9680%,限制大额申购,开放赎回,
2020-10-17,0.5484,2.0150%,限制大额申购,开放赎回,
2020-10-16,0.4835,2.0620%,限制大额申购,开放赎回,
2020-10-15,0.4384,2.1580%,限制大额申购,开放赎回,
2020-10-14,0.6067,2.2620%,限制大额申购,开放赎回,
2020-10-13,0.5438,2.2780%,限制大额申购,开放赎回,
2020-10-12,0.5693,2.3260%,限制大额申购,开放赎回,
2020-10-11,0.6368,2.3620%,限制大额申购,开放赎回,
2020-10-10,0.6368,2.3610%,限制大额申购,开放赎回,
2020-10-09,0.6621,2.3600%,限制大额申购,开放赎回,
2020-10-08,0.6352,2.3460%,限制大额申购,开放赎回,
2020-10-07,0.6352,2.3460%,限制大额申购,开放赎回,
2020-10-06,0.6352,2.3460%,限制大额申购,开放赎回,
2020-10-05,0.6352,2.3790%,限制大额申购,开放赎回,
2020-10-04,0.6353,2.3600%,限制大额申购,开放赎回,
2020-10-03,0.6353,2.3230%,限制大额申购,开放赎回,
2020-10-02,0.6353,2.2870%,限制大额申购,开放赎回,
2020-10-01,0.6353,2.3340%,限制大额申购,开放赎回,
2020-09-30,0.6356,2.2950%,限制大额申购,开放赎回,
2020-09-29,0.6970,2.2250%,限制大额申购,开放赎回,
2020-09-28,0.5990,2.1500%,限制大额申购,开放赎回,
2020-09-27,0.5673,2.1240%,限制大额申购,开放赎回,
2020-09-26,0.5674,2.1130%,限制大额申购,开放赎回,
2020-09-25,0.7231,2.1020%,限制大额申购,开放赎回,
2020-09-24,0.5632,2.0080%,限制大额申购,开放赎回,
2020-09-23,0.5044,2.0050%,限制大额申购,开放赎回,
2020-09-22,0.5559,2.0410%,限制大额申购,开放赎回,
2020-09-21,0.5489,2.0360%,限制大额申购,开放赎回,
2020-09-20,0.5471,2.0240%,限制大额申购,开放赎回,
2020-09-19,0.5471,1.9930%,限制大额申购,开放赎回,
2020-09-18,0.5461,1.9610%,限制大额申购,开放赎回,
2020-09-17,0.5581,1.9270%,限制大额申购,开放赎回,
2020-09-16,0.5725,1.8860%,限制大额申购,开放赎回,
2020-09-15,0.5450,1.8370%,限制大额申购,开放赎回,
2020-09-14,0.5279,1.8040%,限制大额申购,开放赎回,
2020-09-13,0.4878,1.7810%,限制大额申购,开放赎回,
2020-09-12,0.4878,1.7780%,限制大额申购,开放赎回,
2020-09-11,0.4806,1.7770%,限制大额申购,开放赎回,
2020-09-10,0.4810,1.7840%,限制大额申购,开放赎回,
2020-09-09,0.4809,1.7850%,限制大额申购,开放赎回,
2020-09-08,0.4839,1.7910%,限制大额申购,开放赎回,
2020-09-07,0.4845,1.7850%,限制大额申购,开放赎回,
2020-09-06,0.4807,1.7930%,限制大额申购,开放赎回,
2020-09-05,0.4873,1.8110%,限制大额申购,开放赎回,
2020-09-04,0.4935,1.8260%,限制大额申购,开放赎回,
2020-09-03,0.4827,1.8200%,限制大额申购,开放赎回,
2020-09-02,0.4916,1.8340%,限制大额申购,开放赎回,
2020-09-01,0.4732,1.8280%,限制大额申购,开放赎回,
2020-08-31,0.4991,1.8260%,限制大额申购,开放赎回,
2020-08-30,0.5144,1.7930%,限制大额申购,开放赎回,
2020-08-29,0.5153,1.7740%,限制大额申购,开放赎回,
2020-08-28,0.4821,1.7560%,限制大额申购,开放赎回,
2020-08-27,0.5092,1.7510%,限制大额申购,开放赎回,
2020-08-26,0.4802,1.7250%,限制大额申购,开放赎回,
2020-08-25,0.4706,1.7210%,限制大额申购,开放赎回,
2020-08-24,0.4364,1.7160%,限制大额申购,开放赎回,
2020-08-23,0.4795,1.7270%,限制大额申购,开放赎回,
2020-08-22,0.4796,1.7220%,限制大额申购,开放赎回,
2020-08-21,0.4734,1.7170%,限制大额申购,开放赎回,
2020-08-20,0.4603,1.7160%,限制大额申购,开放赎回,
2020-08-19,0.4723,1.7200%,限制大额申购,开放赎回,
2020-08-18,0.4617,1.7150%,限制大额申购,开放赎回,
2020-08-17,0.4562,1.7150%,限制大额申购,开放赎回,
2020-08-16,0.4705,1.7190%,限制大额申购,开放赎回,
2020-08-15,0.4711,1.7150%,限制大额申购,开放赎回,
2020-08-14,0.4702,1.7110%,限制大额申购,开放赎回,
2020-08-13,0.4684,1.7010%,限制大额申购,开放赎回,
2020-08-12,0.4636,1.7030%,限制大额申购,开放赎回,
2020-08-11,0.4615,1.6910%,限制大额申购,开放赎回,
2020-08-10,0.4643,1.6990%,限制大额申购,开放赎回,
2020-08-09,0.4626,1.6900%,限制大额申购,开放赎回,
2020-08-08,0.4626,1.6990%,限制大额申购,开放赎回,
2020-08-07,0.4524,1.7090%,限制大额申购,开放赎回,
2020-08-06,0.4711,1.7120%,限制大额申购,开放赎回,
2020-08-05,0.4417,1.7230%,限制大额申购,开放赎回,
2020-08-04,0.4761,1.7410%,限制大额申购,开放赎回,
2020-08-03,0.4470,1.7270%,限制大额申购,开放赎回,
2020-08-02,0.4807,1.7260%,限制大额申购,开放赎回,
2020-08-01,0.4807,1.7160%,限制大额申购,开放赎回,
2020-07-31,0.4589,1.7060%,限制大额申购,开放赎回,
2020-07-30,0.4913,1.6890%,限制大额申购,开放赎回,
2020-07-29,0.4756,1.6750%,限制大额申购,开放赎回,
2020-07-28,0.4488,1.6740%,限制大额申购,开放赎回,
2020-07-27,0.4460,1.6800%,限制大额申购,开放赎回,
2020-07-26,0.4622,1.6760%,限制大额申购,开放赎回,
2020-07-25,0.4622,1.6740%,限制大额申购,开放赎回,
2020-07-24,0.4261,1.6720%,限制大额申购,开放赎回,
2020-07-23,0.4645,1.6720%,限制大额申购,开放赎回,
2020-07-22,0.4740,1.6460%,限制大额申购,开放赎回,
2020-07-21,0.4595,1.6320%,限制大额申购,开放赎回,
2020-07-20,0.4391,1.6320%,限制大额申购,开放赎回,
2020-07-19,0.4582,1.6360%,限制大额申购,开放赎回,
2020-07-18,0.4589,1.6290%,限制大额申购,开放赎回,
2020-07-17,0.4261,1.6210%,限制大额申购,开放赎回,
2020-07-16,0.4150,1.6130%,限制大额申购,开放赎回,
2020-07-15,0.4478,1.6230%,限制大额申购,开放赎回,
2020-07-14,0.4592,1.6090%,限制大额申购,开放赎回,
2020-07-13,0.4472,1.6040%,限制大额申购,开放赎回,
2020-07-12,0.4441,1.6320%,限制大额申购,开放赎回,
2020-07-11,0.4441,1.6850%,限制大额申购,开放赎回,
2020-07-10,0.4110,1.7390%,限制大额申购,开放赎回,
2020-07-09,0.4351,1.7950%,限制大额申购,开放赎回,
2020-07-08,0.4207,1.8480%,限制大额申购,开放赎回,
2020-07-07,0.4500,1.9360%,限制大额申购,开放赎回,
2020-07-06,0.4989,1.9910%,限制大额申购,开放赎回,
2020-07-05,0.5456,2.0340%,限制大额申购,开放赎回,
2020-07-04,0.5456,2.0620%,限制大额申购,开放赎回,
2020-07-03,0.5165,2.0600%,限制大额申购,开放赎回,
2020-07-02,0.5347,2.0730%,限制大额申购,开放赎回,
2020-07-01,0.5871,2.0760%,限制大额申购,开放赎回,
2020-06-30,0.5518,2.0750%,限制大额申购,开放赎回,
2020-06-29,0.5801,2.0520%,限制大额申购,开放赎回,
2020-06-28,0.5994,1.9890%,限制大额申购,开放赎回,
2020-06-27,0.5408,1.8910%,限制大额申购,开放赎回,
2020-06-26,0.5408,1.8250%,限制大额申购,开放赎回,
2020-06-25,0.5409,1.7640%,限制大额申购,开放赎回,
2020-06-24,0.5851,1.6950%,限制大额申购,开放赎回,
2020-06-23,0.5087,1.5990%,限制大额申购,开放赎回,
2020-06-22,0.4611,1.5400%,限制大额申购,开放赎回,
2020-06-21,0.4161,1.5080%,限制大额申购,开放赎回,
2020-06-20,0.4161,1.4990%,限制大额申购,开放赎回,
2020-06-19,0.4257,1.4910%,限制大额申购,开放赎回,
2020-06-18,0.4099,1.4780%,限制大额申购,开放赎回,
2020-06-17,0.4051,1.4610%,限制大额申购,开放赎回,
2020-06-16,0.3962,1.4440%,限制大额申购,开放赎回,
2020-06-15,0.4006,1.4320%,限制大额申购,开放赎回,
2020-06-14,0.4008,1.4010%,限制大额申购,开放赎回,
2020-06-13,0.4008,1.3990%,限制大额申购,开放赎回,
2020-06-12,0.4001,1.3960%,限制大额申购,开放赎回,
2020-06-11,0.3789,1.3870%,限制大额申购,开放赎回,
2020-06-10,0.3728,1.3940%,限制大额申购,开放赎回,
2020-06-09,0.3735,1.4100%,限制大额申购,开放赎回,
2020-06-08,0.3421,1.4350%,限制大额申购,开放赎回,
2020-06-07,0.3958,1.4730%,限制大额申购,开放赎回,
2020-06-06,0.3959,1.4910%,限制大额申购,开放赎回,
2020-06-05,0.3824,1.5100%,限制大额申购,开放赎回,
2020-06-04,0.3917,1.5280%,限制大额申购,开放赎回,
2020-06-03,0.4035,1.5320%,限制大额申购,开放赎回,
2020-06-02,0.4215,1.5270%,限制大额申购,开放赎回,
2020-06-01,0.4137,1.5180%,限制大额申购,开放赎回,
2020-05-31,0.4304,1.5140%,限制大额申购,开放赎回,
2020-05-30,0.4304,1.5020%,限制大额申购,开放赎回,
2020-05-29,0.4163,1.4900%,限制大额申购,开放赎回,
2020-05-28,0.4008,1.4740%,限制大额申购,开放赎回,
2020-05-27,0.3939,1.4790%,限制大额申购,开放赎回,
2020-05-26,0.4040,1.5020%,限制大额申购,开放赎回,
