净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,annual_return,CAGR,purchase_comments,purchase_days,purchase_days_2,redeem_comments,redeem_days,redeem_days_2,net_return,industry_peers,positive_comp,negative_comp,benchmark_name,benchmark_name_2,index_peers,comp_1,excess_return,rolling_mean,comp_mean,rolling_SR,excess_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,excess_vol,comp_vol
2013-07-17,0.993,0.993,-0.90%,开放申购,开放赎回,,-0.008982035928143728,,0.0,0,0,0,0,0,0,-0.009026035928143729,0,0,0,0,0,0,1.3899999856948853,0.012144705125681554,,1.4325100030899047,,,0,0.0,-1.1940298507462586,0.0,0.0,4.6,17.26,,,,,0.24208987393505035
2013-07-18,0.988,0.988,-0.50%,开放申购,开放赎回,,-0.0050352467270896595,,0.0,0,0,0,0,0,0,-0.005079246727089659,0,0,0,0,0,0,1.372499942779541,0.0075547123343816525,,1.4319400029182434,,,0,0.0,-1.6915422885572042,0.0,0.0,4.6,17.26,,,,,0.24238594372096553
2013-07-19,0.976,0.976,-1.21%,开放申购,开放赎回,,-0.012145748987854255,,0.0,0,0,0,0,0,0,-0.012189748987854255,0,0,0,0,0,0,1.3324999809265137,0.016998122429743634,,1.4312900028228759,,,0,0.0,-2.885572139303474,0.0,0.0,4.6,17.26,,,,,0.24375978603467
2013-07-22,0.977,0.977,0.10%,开放申购,开放赎回,,0.0010245901639345245,,0.0,0,0,0,0,0,0,0.0009805901639345245,0,0,0,0,0,0,1.3424999713897705,-0.006480093217977156,,1.4305000028610229,,,0,0.0,-2.7860696517412733,0.0,0.0,4.6,17.26,,,,,0.2419672782877092
2013-07-23,0.984,0.984,0.72%,开放申购,开放赎回,,0.007164790174001956,,0.0,0,0,0,0,0,0,0.007120790174001956,0,0,0,0,0,0,1.3899999856948853,-0.02821697170115267,,1.430030002593994,,,0,0.0,-2.0895522388059606,0.0,0.0,4.6,17.26,,,,,0.2437090098478696
2013-07-24,0.98,0.98,-0.41%,开放申购,开放赎回,,-0.004065040650406471,,0.0,0,0,0,0,0,0,-0.0041090406504064704,0,0,0,0,0,0,1.3925000429153442,-0.00586364298579356,,1.4295900025367736,,,0,0.0,-2.4875621890547173,0.0,0.0,4.6,17.26,,,,,0.2436971390357518
2013-07-25,0.984,0.984,0.41%,开放申购,开放赎回,,0.004081632653061273,,0.0,0,0,0,0,0,0,0.004037632653061274,0,0,0,0,0,0,1.375,0.016648988039784318,,1.4290300025939942,,,0,0.0,-2.0895522388059606,0.0,0.0,4.6,17.26,,,,,0.24386029386552072
2013-07-26,0.98,0.98,-0.41%,开放申购,开放赎回,,-0.004065040650406471,,0.0,0,0,0,0,0,0,-0.0041090406504064704,0,0,0,0,0,0,1.3700000047683716,-0.0004286804819494394,,1.4283500027656555,,,0,0.0,-2.4875621890547173,0.0,0.0,4.6,17.26,,,,,0.24330065940810902
2013-07-29,0.97,0.97,-1.02%,开放申购,开放赎回,,-0.010204081632653073,,0.0,0,0,0,0,0,0,-0.010248081632653073,0,0,0,0,0,0,1.337499976158142,0.013518566905384222,,1.4275200028419495,,,0,0.0,-3.4825870646766086,0.0,0.0,4.6,17.26,,,,,0.24439270508666364
2013-07-30,0.971,0.971,0.10%,开放申购,开放赎回,,0.0010309278350515427,,0.0,0,0,0,0,0,0,0.0009869278350515427,0,0,0,0,0,0,1.340000033378601,-0.0008382738584244986,,1.4268800029754638,,,0,0.0,-3.3830845771144196,0.0,0.0,4.6,17.26,,,,,0.24270183185748473
2013-07-31,0.968,0.968,-0.31%,开放申购,开放赎回,,-0.003089598352214229,,0.0,0,0,0,0,0,0,-0.003133598352214229,0,0,0,0,0,0,1.3450000286102295,-0.006820937984364561,,1.4262400031089784,,,0,0.0,-3.681592039800987,0.0,0.0,4.6,17.26,,,,,0.24270819564039983
2013-08-01,0.978,0.978,1.03%,开放申购,开放赎回,,0.010330578512396604,,0.0,0,0,0,0,0,0,0.010286578512396604,0,0,0,0,0,0,1.3849999904632568,-0.019409169444604357,,1.4257800030708312,,,0,0.0,-2.6865671641791065,0.0,0.0,4.6,17.26,,,,,0.24454414748435765
2013-08-02,0.98,0.98,0.20%,开放申购,开放赎回,,0.002044989775051187,,0.0,0,0,0,0,0,0,0.0020009897750511868,0,0,0,0,0,0,1.3849999904632568,0.002044989775051187,,1.4253100028038026,,,0,0.0,-2.4875621890547173,0.0,0.0,4.6,17.26,,,,,0.24453705536504097
2013-08-05,0.987,0.987,0.71%,开放申购,开放赎回,,0.0071428571428571175,,0.0,0,0,0,0,0,0,0.007098857142857118,0,0,0,0,0,0,1.402500033378601,-0.005492552991327004,,1.4249900031089782,,,0,0.0,-1.7910447761193933,0.0,0.0,4.6,17.26,,,,,0.2445175153030143
2013-08-06,0.993,0.993,0.61%,开放申购,开放赎回,,0.006079027355623046,,0.0,0,0,0,0,0,0,0.006035027355623046,0,0,0,0,0,0,1.4175000190734863,-0.004616149355888721,,1.4248200030326843,,,0,0.0,-1.1940298507462694,0.0,0.0,4.6,17.26,,,,,0.2442847447969646
2013-08-07,0.993,0.993,0.00%,开放申购,开放赎回,,0.0,,0.0,0,0,0,0,0,0,-4.4000000000000006e-05,0,0,0,0,0,0,1.4075000286102295,0.007054666898553608,,1.4245600032806396,,,0,0.0,-1.1940298507462694,0.0,0.0,4.6,17.26,,,,,0.24423443264512704
2013-08-08,0.991,0.991,-0.20%,开放申购,开放赎回,,-0.002014098690835908,,0.0,0,0,0,0,0,0,-0.0020580986908359084,0,0,0,0,0,0,1.412500023841858,-0.005566493099357084,,1.424380003452301,,,0,0.0,-1.3930348258706478,0.0,0.0,4.6,17.26,,,,,0.24404893419843438
2013-08-09,0.987,0.987,-0.40%,开放申购,开放赎回,,-0.004036326942482349,,0.0,0,0,0,0,0,0,-0.004080326942482349,0,0,0,0,0,0,1.4149999618530271,-0.0058061945311354,,1.42425000333786,,,0,0.0,-1.7910447761194044,0.0,0.0,4.6,17.26,,,,,0.24395815135702975
2013-08-12,1.004,1.004,1.72%,开放申购,开放赎回,,0.01722391084093222,,0.0,0,0,0,0,0,0,0.017179910840932223,0,0,0,0,0,0,1.4474999904632568,-0.005744307877370014,,1.42425000333786,,,0,0.0,-0.09950248756217808,0.0,0.0,4.6,17.26,,,,,0.24503434759677778
