净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,annual_return,CAGR,net_return,comp_1,excess_return,rolling_mean,comp_mean,rolling_SR,excess_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,excess_vol,comp_vol
2013-12-17,1.096,1.096,-0.36%,开放申购,开放赎回,,-0.0036363636363636598,,0.0,-0.00372236363636366,1781.0,-0.000535375726007481,,1630.9266401367188,,,0,0.0,-1.880035810205899,0.0,0.0,97.87,92.22,,,,,0.11188435942492204
2013-12-18,1.11,1.11,1.28%,开放申购,开放赎回,,0.012773722627737127,,0.0,0.012687722627737128,1810.6500244140625,-0.0038742416698835935,,1632.39448046875,,,0,0.0,-0.6266786034019597,0.0,0.0,97.87,92.22,,,,,0.11289711142875936
2013-12-19,1.108,1.108,-0.18%,开放申购,开放赎回,,-0.0018018018018017834,,0.0,-0.0018878018018017833,1809.5999755859375,-0.0012218725973909272,,1633.9122802734375,,,0,0.0,-0.8057296329453796,0.0,0.0,97.87,92.22,,,,,0.11243224299925134
2013-12-20,1.115,1.115,0.63%,开放申购,开放赎回,,0.006317689530685788,,0.0,0.006231689530685788,1818.3199462890625,0.0014989611814539838,,1635.478919921875,,,0,0.0,-0.1790510295434199,0.0,0.0,97.87,92.22,,,,,0.11244570973783458
2013-12-23,1.121,1.121,0.54%,开放申购,开放赎回,,0.0053811659192826156,,0.0,0.005295165919282615,1827.989990234375,6.304576938953588e-05,,1637.1115600585938,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11237793833078513
2013-12-24,1.123,1.123,0.18%,开放申购,开放赎回,,0.001784121320249854,,0.0,0.0016981213202498541,1833.3199462890625,-0.0011316255291100585,,1638.7724399414062,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11237069816196343
2013-12-25,1.124,1.124,0.09%,暂停申购,暂停赎回,,0.0008904719501336977,,0.0,0.0008044719501336977,,,,,,,0,0.0,-0.0,,,97.87,92.22,,,,,
2013-12-26,1.127,1.127,0.27%,开放申购,开放赎回,,0.002669039145907437,,0.0,0.002583039145907437,1842.02001953125,-0.002076490001799547,,1640.5307998046876,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11177116787409412
2013-12-27,1.123,1.123,-0.35%,开放申购,开放赎回,,-0.003549245785270605,,0.0,-0.003635245785270605,1841.4000244140625,-0.0032126614318902513,,1642.1916401367187,,,0,0.0,-0.354924578527063,0.0,0.0,97.87,92.22,,,,,0.11064470699212582
2013-12-30,1.123,1.123,0.00%,开放申购,开放赎回,,0.0,,0.0,-8.6e-05,1841.0699462890625,0.00017925389411521664,,1643.7062397460938,,,0,0.0,-0.354924578527063,0.0,0.0,97.87,92.22,,,,,0.10791438696401426
2013-12-31,1.126,1.126,0.27%,开放申购,开放赎回,,0.002671415850400649,,0.0,0.002585415850400649,1848.3599853515625,-0.0012882593793177577,,1645.2621997070312,,,0,0.0,-0.08873114463177559,0.0,0.0,97.87,92.22,,,,,0.10791327711404441
2014-01-02,1.117,1.117,-0.80%,开放申购,开放赎回,,-0.007992895204262829,,0.0,-0.008078895204262828,1831.97998046875,0.0008690175251977461,,1646.7242397460936,,,0,0.0,-0.8873114463176575,0.0,0.0,97.87,92.22,,,,,0.10828808339148326
2014-01-03,1.116,1.116,-0.09%,开放申购,开放赎回,,-0.0008952551477170445,,0.0,-0.0009812551477170444,1831.3699951171875,-0.0005622900727348945,,1648.2021596679688,,,0,0.0,-0.9760425909494133,0.0,0.0,97.87,92.22,,,,,0.10821957058840206
2014-01-06,1.112,1.112,-0.36%,开放申购,开放赎回,,-0.0035842293906810374,,0.0,-0.0036702293906810375,1826.77001953125,-0.001072461917040024,,1649.6806396484376,,,0,0.0,-1.3309671694764764,0.0,0.0,97.87,92.22,,,,,0.10819378557286162
2014-01-07,1.118,1.118,0.54%,开放申购,开放赎回,,0.0053956834532373765,,0.0,0.005309683453237376,1837.8800048828125,-0.0006860812094064972,,1651.1880795898437,,,0,0.0,-0.7985803016858818,0.0,0.0,97.87,92.22,,,,,0.10830290100690794
2014-01-08,1.123,1.123,0.45%,开放申购,开放赎回,,0.004472271914132353,,0.0,0.004386271914132353,1837.489990234375,0.004684480898071053,,1652.6495595703125,,,0,0.0,-0.354924578527063,0.0,0.0,97.87,92.22,,,,,0.10810242508542248
2014-01-09,1.125,1.125,0.18%,开放申购,开放赎回,,0.0017809439002671734,,0.0,0.0016949439002671735,1838.1300048828125,0.0014326347111892623,,1654.1138793945313,,,0,0.0,-0.1774622892635315,0.0,0.0,97.87,92.22,,,,,0.10809962783251288
2014-01-10,1.129,1.129,0.36%,开放申购,开放赎回,,0.003555555555555534,,0.0,0.003469555555555534,1842.3699951171875,0.001248868747162346,,1655.6006391601563,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.1080926956159002
2014-01-13,1.111,1.111,-1.59%,开放申购,开放赎回,,-0.01594331266607618,,0.0,-0.01602931266607618,1819.199951171875,-0.0033670961586863557,,1656.9880791015626,,,0,0.0,-1.594331266607617,0.0,0.0,97.87,92.22,,,,,0.10893232061466265
2014-01-14,1.123,1.123,1.08%,开放申购,开放赎回,,0.01080108010801073,,0.0,0.01071508010801073,1838.8800048828125,-1.6891659336826237e-05,,1658.4530791015625,,,0,0.0,-0.5314437555358724,0.0,0.0,97.87,92.22,,,,,0.10938326144915417
2014-01-15,1.128,1.128,0.45%,开放申购,开放赎回,,0.0044523597506678225,,0.0,0.004366359750667822,1848.3800048828125,-0.0007138283501186837,,1659.9228393554688,,,0,0.0,-0.08857395925598857,0.0,0.0,97.87,92.22,,,,,0.10936359961662534
2014-01-16,1.125,1.125,-0.27%,开放申购,开放赎回,,-0.0026595744680849576,,0.0,-0.0027455744680849577,1845.8900146484375,-0.0013124541639282228,,1661.3624794921875,,,0,0.0,-0.35429583702391493,0.0,0.0,97.87,92.22,,,,,0.10935806986777424
2014-01-17,1.115,1.115,-0.89%,开放申购,开放赎回,,-0.008888888888888946,,0.0,-0.008974888888888945,1838.699951171875,-0.004993714517986914,,1662.7470390625,,,0,0.0,-1.2400354295837022,0.0,0.0,97.87,92.22,,,,,0.10940457195652328
2014-01-20,1.116,1.116,0.09%,暂停申购,暂停赎回,,0.0008968609865471766,,0.0,0.0008108609865471766,,,,,,,0,0.0,-1.1514614703277137,,,97.87,92.22,,,,,
2014-01-21,1.118,1.118,0.18%,开放申购,开放赎回,,0.0017921146953405742,,0.0,0.0017061146953405743,1843.800048828125,-0.00098163729883316,,1664.1429990234376,,,0,0.0,-0.9743135518157562,0.0,0.0,97.87,92.22,,,,,0.10941944076025027
2014-01-22,1.121,1.121,0.27%,开放申购,开放赎回,,0.0026833631484792786,,0.0,0.0025973631484792785,1844.8599853515625,0.0021084979269976323,,1665.5431591796876,,,0,0.0,-0.7085916740478299,0.0,0.0,97.87,92.22,,,,,0.10941644804474145
2014-01-23,1.113,1.113,-0.71%,开放申购,开放赎回,,-0.007136485280999083,,0.0,-0.007222485280999083,1828.4599609375,0.0017530914588516078,,1666.8451591796875,,,0,0.0,-1.4171833480956597,0.0,0.0,97.87,92.22,,,,,0.10975256909689105
2014-01-24,1.086,1.086,-2.43%,开放申购,开放赎回,,-0.02425876010781658,,0.0,-0.02434476010781658,1790.2900390625,-0.003383311538831091,,1668.0055991210938,,,0,0.0,-3.8086802480070756,0.0,0.0,97.87,92.22,,,,,0.11184435654335512
2014-01-27,1.076,1.076,-0.92%,开放申购,开放赎回,,-0.009208103130755041,,0.0,-0.00929410313075504,1781.56005859375,-0.004331809190516456,,1669.1004794921876,,,0,0.0,-4.694419840566863,0.0,0.0,97.87,92.22,,,,,0.11189789173520909
2014-01-28,1.084,1.084,0.74%,开放申购,开放赎回,,0.0074349442379182396,,0.0,0.007348944237918239,1792.5,0.0012942916376992297,,1670.2626396484375,,,0,0.0,-3.985828166519033,0.0,0.0,97.87,92.22,,,,,0.11193463977173601
2014-01-29,1.072,1.072,-1.11%,开放申购,开放赎回,,-0.011070110701106972,,0.0,-0.011156110701106971,1774.199951171875,-0.0008608784399494196,,1671.3669995117189,,,0,0.0,-5.048715677590778,0.0,0.0,97.87,92.22,,,,,0.11242075848199994
2014-01-30,1.09,1.09,1.68%,开放申购,开放赎回,,0.01679104477611948,,0.0,0.01670504477611948,1794.18994140625,0.0055240000322780425,,1672.4910791015625,,,0,0.0,-3.4543844109831605,0.0,0.0,97.87,92.22,,,,,0.1125286743177255
2014-02-07,1.093,1.093,0.28%,开放申购,开放赎回,,0.0027522935779815683,,0.0,0.002666293577981568,1797.02001953125,-0.010549593220964937,,1678.6443588867187,,,0,0.0,-3.188662533215234,0.0,0.0,97.87,92.22,,,,,0.11552490358775148
2014-02-10,1.094,1.094,0.09%,开放申购,开放赎回,,0.0009149130832570851,,0.0,0.0008289130832570851,1799.8399658203125,-0.0006543216823067244,,1679.7659985351563,,,0,0.0,-3.100088573959266,0.0,0.0,97.87,92.22,,,,,0.11552470493238459
2014-02-11,1.103,1.103,0.82%,开放申购,开放赎回,,0.00822669104204743,,0.0,0.00814069104204743,1819.75,-0.002835422566821677,,1680.9636787109375,,,0,0.0,-2.3029229406554665,0.0,0.0,97.87,92.22,,,,,0.1159880139074601
2014-02-12,1.108,1.108,0.45%,开放申购,开放赎回,,0.004533091568449832,,0.0,0.004447091568449832,1819.260009765625,0.0048023539585446695,,1682.1551987304688,,,0,0.0,-1.8600531443755632,0.0,0.0,97.87,92.22,,,,,0.11599244749781679
2014-02-13,1.117,1.117,0.81%,开放申购,开放赎回,,0.008122743682310363,,0.0,0.008036743682310363,1829.8299560546875,0.0023127185994062938,,1683.3953583984376,,,0,0.0,-1.0628875110717644,0.0,0.0,97.87,92.22,,,,,0.11608891313814436
2014-02-14,1.119,1.119,0.18%,开放申购,开放赎回,,0.001790510295434311,,0.0,0.0017045102954343111,1838.6300048828125,-0.0030187064293256682,,1684.6261186523438,,,0,0.0,-0.8857395925597873,0.0,0.0,97.87,92.22,,,,,0.11597283307583815
2014-02-17,1.119,1.119,0.00%,暂停申购,暂停赎回,,0.0,,0.0,-8.6e-05,,,,,,,0,0.0,-0.8857395925597873,,,97.87,92.22,,,,,
2014-02-18,1.128,1.128,0.80%,开放申购,开放赎回,,0.008042895442359255,,0.0,0.007956895442359255,1840.760009765625,0.006884421536703433,,1685.9413588867187,,,0,0.0,-0.0885739592559689,0.0,0.0,97.87,92.22,,,,,0.1152177815372269
2014-02-19,1.12,1.12,-0.71%,开放申购,开放赎回,,-0.007092198581560072,,0.0,-0.007178198581560072,1828.75,-0.0005677142914248812,,1687.2466787109374,,,0,0.0,-0.7971656333037791,0.0,0.0,97.87,92.22,,,,,0.11523172589046835
2014-02-20,1.127,1.127,0.63%,开放申购,开放赎回,,0.006249999999999867,,0.0,0.006163999999999867,1839.780029296875,0.00021854173786728381,,1688.5433989257813,,,0,0.0,-0.1771479185119378,0.0,0.0,97.87,92.22,,,,,0.11507412735178911
2014-02-21,1.128,1.128,0.09%,开放申购,开放赎回,,0.0008873114463174847,,0.0,0.0008013114463174847,1836.25,0.002806035011451602,,1689.9369990234375,,,0,0.0,-0.0885739592559689,0.0,0.0,97.87,92.22,,,,,0.11349751609024664
