净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,positive_comp,negative_comp,rolling_SR,drawdown_duration,drawdown_amount,alpha,beta,comp_1,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,comp_vol
2021-04-12,1.296,3.807,-1.52%,开放申购,开放赎回,,-0.005226025607525497,0,0,-0.04757107203456937,0,0.0,0.0,0.0,0.8550000190734863,2.72,25.05,,,,
2021-04-13,1.301,3.812,0.39%,开放申购,开放赎回,,0.0013133701076963877,0,0,-0.03759185488879707,0,0.0,0.0,0.0,0.8619999885559082,2.72,25.05,,,,
2021-04-14,1.31,3.821,0.69%,开放申购,开放赎回,,0.0023609653725078505,0,0,-0.05061793662458376,0,0.0,0.0,0.0,0.8690000176429749,2.72,25.05,,,,
2021-04-15,1.299,3.81,-0.84%,开放申购,开放赎回,,-0.0028788275320597023,0,0,-0.055367268311574826,0,0.0,0.0,0.0,0.859000027179718,2.72,25.05,,,,
2021-04-16,1.299,3.81,0.00%,开放申购,开放赎回,,0.0,0,0,-0.03578541840377617,0,0.0,0.0,0.0,0.8730000257492065,2.72,25.05,,,,
2021-04-19,1.321,3.832,1.69%,开放申购,开放赎回,,0.005774278215223028,0,0,-0.01644460258564252,0,0.0,0.0,0.0,0.8849999904632568,2.72,25.05,,,,
2021-04-20,1.331,3.842,0.76%,开放申购,开放赎回,,0.0026096033402922547,0,0,-0.006259088710601999,0,0.0,0.0,0.0,0.890999972820282,2.72,25.05,,,,
2021-04-21,1.346,3.857,1.13%,开放申购,开放赎回,,0.0039042165538782925,0,0,0.015399994166214312,0,0.0,0.0,0.0,0.8999999761581421,2.72,25.05,,,,
2021-04-22,1.348,3.859,0.15%,开放申购,开放赎回,,0.0005185377236194277,0,0,-0.007129810553386906,0,0.0,0.0,0.0,0.8999999761581421,2.72,25.05,,,,
2021-04-23,1.365,3.876,1.26%,开放申购,开放赎回,,0.004405286343612369,0,0,-0.007772529244147116,0,0.0,0.0,0.0,0.9120000004768372,2.72,25.05,,,,
2021-04-26,1.358,3.869,-0.51%,开放申购,开放赎回,,-0.00180598555211553,0,0,-0.037783026478422535,0,0.0,0.0,0.0,0.8970000147819519,2.72,25.05,,,,
2021-04-27,1.38,3.891,1.62%,开放申购,开放赎回,,0.005686223830447146,0,0,-0.0477430718466578,0,0.0,0.0,0.0,0.906000018119812,2.72,25.05,,,,
2021-04-28,1.399,3.91,1.38%,开放申购,开放赎回,,0.004883063479825367,0,0,-0.014477080919861846,0,0.0,0.0,0.0,0.915000021457672,2.72,25.05,,,,
2021-04-29,1.401,3.912,0.14%,开放申购,开放赎回,,0.000511508951406503,0,0,-0.003997874431430814,0,0.0,0.0,0.0,0.9259999990463256,2.72,25.05,,,,
2021-04-30,1.401,3.912,0.00%,开放申购,开放赎回,,0.0,0,0,0.01877479320142447,0,0.0,0.0,0.0,0.9179999828338624,2.72,25.05,,,,
2021-05-06,1.371,3.882,-2.14%,开放申购,开放赎回,,-0.0076687116564416735,0,0,-0.007624415750590659,0,0.0,0.0,0.0,0.8939999938011169,2.72,25.05,,,,
2021-05-07,1.335,3.846,-2.63%,开放申购,开放赎回,,-0.009273570324574987,0,0,-0.04610766700480646,0,0.0,0.0,0.0,0.8790000081062317,2.72,25.05,,,,
2021-05-10,1.344,3.855,0.67%,开放申购,开放赎回,,0.002340093603744098,0,0,-0.06216230320866962,0,0.0,0.0,0.0,0.8629999756813049,2.72,25.05,,,,
2021-05-11,1.362,3.873,1.34%,开放申购,开放赎回,,0.0046692607003890885,0,0,-0.053192454542877535,0,0.0,0.0,0.0,0.8920000195503235,2.72,25.05,,,,
2021-05-12,1.38,3.891,1.32%,开放申购,开放赎回,,0.004647560030983655,0,0,-0.03811226911211129,0,0.0,0.0,0.0,0.9010000228881836,2.72,25.05,,,,
2021-05-13,1.381,3.892,0.07%,开放申购,开放赎回,,0.0002570033410433936,0,0,-0.04654288468627054,0,0.0,0.0,0.0,0.9049999713897704,2.72,25.05,,,,
2021-05-14,1.399,3.91,1.30%,开放申购,开放赎回,,0.004624871531346386,0,0,-0.04630711913603061,0,0.0,0.0,0.0,0.9229999780654908,2.72,25.05,,,,
2021-05-17,1.432,3.943,2.36%,开放申购,开放赎回,,0.00843989769820963,0,0,-0.04223469749130971,0,0.0,0.0,0.0,0.944000005722046,2.72,25.05,,,,
2021-05-18,1.422,3.933,-0.70%,开放申购,开放赎回,,-0.002536139994927744,0,0,-0.07583744576747134,0,0.0,0.0,0.0,0.9430000185966492,2.72,25.05,,,,
2021-05-19,1.414,3.925,-0.56%,开放申购,开放赎回,,-0.002034070683956224,0,0,-0.049997897757016886,0,0.0,0.0,0.0,0.9369999766349792,2.72,25.05,,,,
2021-05-20,1.424,3.935,0.71%,开放申购,开放赎回,,0.002547770700636942,0,0,-0.03902339701257331,0,0.0,0.0,0.0,0.949999988079071,2.72,25.05,,,,
2021-05-21,1.413,3.924,-0.77%,开放申购,开放赎回,,-0.0027954256670902344,0,0,0.0066633814272203,0,0.0,0.0,0.0,0.9449999928474426,2.72,25.05,,,,
2021-05-24,1.415,3.926,0.14%,开放申购,开放赎回,,0.0005096839959226607,0,0,0.014680366136034163,0,0.0,0.0,0.0,0.9649999737739564,2.72,25.05,,,,
2021-05-25,1.453,3.964,2.69%,开放申购,开放赎回,,0.009679062659195159,0,0,0.08633544087596585,0,0.0,0.0,0.0,1.0019999742507937,2.72,25.05,,,,
2021-05-26,1.448,3.959,-0.34%,开放申购,开放赎回,,-0.0012613521695257202,0,0,0.08389642745000236,0,0.0,0.0,0.0,0.9959999918937684,2.72,25.05,,,,
2021-05-27,1.46,3.971,0.83%,开放申购,开放赎回,,0.0030310684516292596,0,0,0.11991698505965835,0,0.0,0.0,0.0,1.0019999742507937,2.72,25.05,,,,
2021-05-28,1.444,3.955,-1.10%,开放申购,开放赎回,,-0.004029211785444464,0,0,0.09286465578942407,0,0.0,0.0,0.0,0.9950000047683716,2.72,25.05,,,,
2021-05-31,1.458,3.969,0.97%,开放申购,开放赎回,,0.003539823008849474,0,0,0.12328037766236326,0,0.0,0.0,0.0,0.9959999918937684,2.72,25.05,,,,
2021-06-01,1.472,3.983,0.96%,开放申购,开放赎回,,0.003527336860670305,0,0,0.12208367500730383,0,0.0,0.0,0.0,1.003999948501587,2.72,25.05,,,0.09282767186923115,
2021-06-02,1.442,3.953,-2.04%,开放申购,开放赎回,,-0.0075320110469495605,0,0,0.14469898926863184,0,0.0,,,0.9890000224113464,2.72,25.05,19.39,30.6,0.09278805014294046,0.3410919399525915
2021-06-03,1.437,3.948,-0.35%,开放申购,开放赎回,,-0.001264862130027855,0,0,0.13748406239405142,0,0.0,0.00016893807063765936,0.24438474641338293,0.9940000176429749,2.72,25.05,19.39,31.38,0.09277354163976959,0.3393541442666378
2021-06-04,1.444,3.955,0.49%,开放申购,开放赎回,,0.0017730496453900457,0,0,0.21447977808724283,0,0.0,0.00010181828013070305,0.24579498840215133,1.00600004196167,2.72,25.05,19.08,31.72,0.09276957408562582,0.33953614460158094
2021-06-07,1.446,3.957,0.14%,开放申购,开放赎回,,0.0005056890012642423,0,0,0.246328071664235,0,0.0,8.026503418589906e-05,0.24559071613563896,1.008999943733215,2.72,25.05,18.84,31.75,0.0924300373289024,0.3378937667190165
2021-06-08,1.43,3.941,-1.11%,开放申购,开放赎回,,-0.004043467273186718,0,0,0.20787031228346667,0,0.0,7.48379173048676e-05,0.24566296571242927,0.9670000076293944,2.72,25.05,18.79,31.6,0.09152310821960413,0.34513445529631226
2021-06-09,1.429,3.94,-0.07%,开放申购,开放赎回,,-0.0002537427048971974,0,0,0.18231668921434815,0,0.0,6.704104685055024e-05,0.23840621558438993,0.9700000286102296,2.72,25.05,18.13,31.03,0.0912193576029061,0.343002374391233
2021-06-10,1.44,3.951,0.77%,开放申购,开放赎回,,0.0027918781725888575,0,0,0.1887499956010835,0,0.0,6.639476333975095e-05,0.23889885552640808,0.9819999933242798,2.72,25.05,18.3,31.03,0.09003762592289385,0.3435849825186646
2021-06-11,1.436,3.947,-0.28%,开放申购,开放赎回,,-0.001012401923563666,0,0,0.2337537456499526,0,0.0,-3.8219481968557425e-05,0.2389428801481535,0.9649999737739564,2.72,25.05,17.24,31.03,0.08874177972720208,0.3362019604621109
2021-06-15,1.427,3.938,-0.63%,开放申购,开放赎回,,-0.0022802128198631255,0,0,0.20687538160608449,0,0.0,1.6606914075141557e-05,0.23961380153101136,0.9570000171661376,2.72,25.05,17.75,30.73,0.08797433944713169,0.3348387597581906
2021-06-16,1.396,3.907,-2.17%,开放申购,开放赎回,,-0.00787201625190459,0,0,0.1559411682123143,0,0.0,4.1452111739759395e-05,0.23840624163676707,0.9490000009536744,2.72,25.05,17.75,30.25,0.08878544642724037,0.3328283060273991
2021-06-17,1.403,3.914,0.50%,开放申购,开放赎回,,0.0017916560020476702,0,0,0.14420440927451653,0,0.0,-4.938506474154163e-05,0.2410054046013695,0.9589999914169312,2.72,25.05,17.75,31.39,0.08776839180469874,0.33119886595795517
2021-06-18,1.407,3.918,0.29%,开放申购,开放赎回,,0.0010219724067450642,0,0,0.17811496510242952,0,0.0,-2.4798875502213928e-05,0.23920247022139227,0.9459999799728394,2.72,25.05,17.59,30.7,0.08773525457522016,0.3314631349756345
2021-06-21,1.422,3.933,1.07%,开放申购,开放赎回,,0.003828483920367498,0,0,0.18236709330526155,0,0.0,3.3935738235257396e-05,0.23798550825518472,0.9409999847412108,2.72,25.05,17.79,30.15,0.08759156156582898,0.33158213343276
2021-06-22,1.438,3.949,1.13%,开放申购,开放赎回,,0.004068141367912448,0,0,0.2014912428684095,0,0.0,3.356282859545843e-05,0.23744032725147018,0.9459999799728394,2.72,25.05,17.79,30.2,0.08685416959749032,0.32684397717669567
2021-06-23,1.435,3.946,-0.21%,开放申购,开放赎回,,-0.0007596859964547065,0,0,0.20403813990290995,0,0.0,6.58454682628965e-05,0.23795195168473585,0.9259999990463256,2.72,25.05,18.33,30.2,0.08682671503099783,0.3287026981406915
2021-06-24,1.421,3.932,-0.98%,开放申购,开放赎回,,-0.00354789660415622,0,0,0.18030653675455408,0,0.0,9.27890538886437e-05,0.23571255663374116,0.9300000071525574,2.72,25.05,18.33,30.02,0.08701897519010462,0.3285540335726342
2021-06-25,1.444,3.955,1.62%,开放申购,开放赎回,,0.005849440488301161,0,0,0.1703372936063521,0,0.0,6.916005121218023e-05,0.23563552348696584,0.9470000267028807,2.72,25.05,18.11,30.02,0.08739735429501712,0.32965600960583785
2021-06-28,1.463,3.974,1.32%,开放申购,开放赎回,,0.004804045512010191,0,0,0.18327822978995276,0,0.0,7.37537152389245e-05,0.2360820518542349,0.9539999961853028,2.72,25.05,18.08,30.02,0.08743674998645158,0.3296120345210666
2021-06-29,1.448,3.959,-1.03%,开放申购,开放赎回,,-0.0037745344740816034,0,0,0.15365697481503346,0,0.0,7.83589769923842e-05,0.23612218154944625,0.9390000104904176,2.72,25.05,18.14,30.02,0.086846623010682,0.3280341314667228
2021-06-30,1.449,3.96,0.07%,开放申购,开放赎回,,0.0002525890376356976,0,0,0.16507935461500572,0,0.0,6.161225199560213e-05,0.23533193342722813,0.9409999847412108,2.72,25.05,18.17,30.2,0.08540759247410978,0.3221708126172208
2021-07-01,1.465,3.976,1.10%,开放申购,开放赎回,,0.004040404040404066,0,0,0.16267125136615138,0,0.0,4.9564221432044184e-05,0.23460282420864975,0.949999988079071,2.72,25.05,18.32,30.2,0.08340924758574145,0.317344504150278
2021-07-02,1.41,3.921,-3.75%,开放申购,开放赎回,,-0.013832997987927587,0,0,0.075435384269039,0,0.0,0.00010636752482648878,0.23164147565290222,0.9190000295639038,2.72,25.05,18.46,29.26,0.08649806606491996,0.3211790251693579
2021-07-05,1.406,3.917,-0.28%,开放申购,开放赎回,,-0.0010201479214486664,0,0,0.07959161051329608,0,0.0,8.580590026955017e-05,0.23835114767495452,0.9139999747276306,2.72,25.05,19.03,30.59,0.08080188460274151,0.30412204187965114
2021-07-06,1.374,3.885,-2.28%,开放申购,开放赎回,,-0.008169517487873423,0,0,0.05592514841058757,0,0.0,0.00012538485135116074,0.23135716989638333,0.9070000052452089,2.72,25.05,19.03,29.36,0.08187669088139615,0.3040833600085361
2021-07-07,1.403,3.914,2.11%,开放申购,开放赎回,,0.007464607464607642,0,0,0.06707561204628146,0,0.0,5.652925569652728e-05,0.23271285979035433,0.915000021457672,2.72,25.05,19.03,30.39,0.08008581785037117,0.2952458351066239
2021-07-08,1.379,3.89,-1.71%,开放申购,开放赎回,,-0.006131834440470163,0,0,0.06139075342565397,0,0.0,0.0001408029746850418,0.23103182075897313,0.8949999809265137,2.72,25.05,19.61,29.61,0.08076327041916416,0.29608758251179
2021-07-09,1.371,3.882,-0.58%,开放申购,开放赎回,,-0.0020565552699228773,0,0,0.07358539294030074,0,0.0,8.98826975977818e-05,0.23375687817802382,0.8769999742507935,2.72,25.05,19.61,30.45,0.07982525741677773,0.29569349885587526
2021-07-12,1.395,3.906,1.75%,开放申购,开放赎回,,0.0061823802163833985,0,0,0.09019900766348343,0,0.0,0.00014561563089327836,0.23036409761451437,0.8859999775886536,2.72,25.05,19.61,29.56,0.08017802603884461,0.2955891557415394
2021-07-13,1.402,3.913,0.50%,开放申购,开放赎回,,0.0017921146953403522,0,0,0.08821235952437136,0,0.0,0.0001704920039983436,0.2310530925616557,0.9079999923706056,2.72,25.05,19.91,29.56,0.07965415389756857,0.29522935655488836
2021-07-14,1.411,3.922,0.64%,开放申购,开放赎回,,0.0023000255558396354,0,0,0.10722828067588254,0,0.0,0.00012321513773361388,0.22809616376421363,0.9110000133514404,2.72,25.05,19.15,29.41,0.0794907250701143,0.2937549476242245
2021-07-15,1.42,3.931,0.64%,开放申购,开放赎回,,0.002294747577766376,0,0,0.11540449769583318,0,0.0,0.0001431275157794451,0.22845172673894668,0.9290000200271606,2.72,25.05,19.54,29.41,0.07647667697778697,0.28532372663581107
2021-07-16,1.393,3.904,-1.90%,开放申购,开放赎回,,-0.006868481302467644,0,0,0.06901916686423862,0,0.0,0.00015262175305364166,0.22276148076455798,0.9160000085830688,2.72,25.05,19.05,28.55,0.07742948261811393,0.28632118087129915
2021-07-19,1.41,3.921,1.22%,开放申购,开放赎回,,0.004354508196721341,0,0,0.0749533094186924,0,0.0,0.00011473791648516053,0.22487346923615154,0.9200000166893004,2.72,25.05,19.18,29.38,0.07326417073111453,0.2689611709087178
2021-07-20,1.411,3.922,0.07%,开放申购,开放赎回,,0.0002550369803622221,0,0,0.06224269434775844,0,0.0,0.0001834961809163211,0.22010615756774154,0.9200000166893004,2.72,25.05,19.53,28.55,0.07232090844323008,0.26412167378296875
2021-07-21,1.423,3.934,0.85%,开放申购,开放赎回,,0.003059663437021909,0,0,0.07114579403505114,0,0.0,0.0001885590029919341,0.2197131184469726,0.9179999828338624,2.72,25.05,19.57,28.34,0.07188673654505573,0.2615009700399472
2021-07-22,1.394,3.905,-2.04%,开放申购,开放赎回,,-0.007371631926792133,0,0,0.02861214330329171,0,0.0,0.00022283812164521522,0.21881792037182807,0.9070000052452089,2.72,25.05,19.8,27.6,0.07221423055549124,0.2568135047018844
2021-07-23,1.358,3.869,-2.58%,开放申购,开放赎回,,-0.009218950064020404,0,0,0.0024435898328820068,0,0.0,0.00016794985054811152,0.22211339466641464,0.8849999904632568,2.72,25.05,20.26,28.69,0.07396979174595818,0.2601696311803078
2021-07-26,1.302,3.813,-4.12%,开放申购,开放赎回,,-0.014474024295683674,0,0,-0.06278334528801367,0,0.0,0.00010051304813745913,0.22661096766175565,0.8360000252723694,2.72,25.05,20.26,29.98,0.07623127652086512,0.2690997612255567
2021-07-27,1.27,3.781,-2.46%,开放申购,开放赎回,,-0.008392341987936036,0,0,-0.1045072635509634,0,0.0,8.872708152407135e-05,0.22932582979934643,0.8029999732971191,2.72,25.05,20.26,30.25,0.07726838003857503,0.27528182737914125
2021-07-28,1.295,3.806,1.97%,开放申购,开放赎回,,0.006612007405448317,0,0,-0.08376338531537576,0,0.0,9.978636197513155e-05,0.22880277688858552,0.8069999814033508,2.72,25.05,20.55,30.38,0.07785811202681714,0.2740908408811797
2021-07-29,1.319,3.83,1.85%,开放申购,开放赎回,,0.006305832895428187,0,0,-0.0630890625354412,0,0.0,0.00016590018472669783,0.23016036416707986,0.8009999990463257,2.72,25.05,21.54,30.38,0.07810705466688851,0.2715567853763085
2021-07-30,1.295,3.806,-1.82%,开放申购,开放赎回,,-0.0062663185378589725,0,0,-0.05905280226886512,0,0.0,0.00025715446559883455,0.2284390819261153,0.7720000147819519,2.72,25.05,21.91,28.96,0.07808697131072938,0.27504181444064946
2021-08-02,1.319,3.83,1.85%,开放申购,开放赎回,,0.006305832895428187,0,0,-0.010530642674664555,0,0.0,0.00028502929353303296,0.2252980810216036,0.8069999814033508,2.72,25.05,21.91,28.57,0.07864826089460573,0.2854400049168981
2021-08-03,1.344,3.855,1.90%,开放申购,开放赎回,,0.006527415143602999,0,0,0.002672340376092369,0,0.0,0.00021772393545149138,0.21857811296003538,0.8180000185966492,2.72,25.05,20.46,28.57,0.07933045184149304,0.28632314035979556
2021-08-04,1.346,3.857,0.15%,开放申购,开放赎回,,0.0005188067444876765,0,0,-0.010365792413409063,0,0.0,0.00027179014251897465,0.22025084546251575,0.8059999942779541,2.72,25.05,20.96,28.57,0.07928447210129778,0.28719899423967327
2021-08-05,1.345,3.856,-0.07%,开放申购,开放赎回,,-0.0002592688618098249,0,0,-0.025974112324988703,0,0.0,0.00031334600339081827,0.21846176224211777,0.7979999780654907,2.72,25.05,20.96,27.97,0.079246354113858,0.2876462745019504
2021-08-06,1.32,3.831,-1.86%,开放申购,开放赎回,,-0.006483402489626533,0,0,-0.0467683193336989,0,0.0,0.0003078895811446425,0.21809470712073198,0.7919999957084656,2.72,25.05,20.96,28.12,0.07856486645813435,0.28357679890002124
2021-08-09,1.336,3.847,1.21%,开放申购,开放赎回,,0.004176455233620535,0,0,-0.04823098598894237,0,0.0,0.00022107227821297745,0.21664807430528155,0.8119999766349792,2.72,25.05,21.0,29.05,0.07883254464808134,0.2855926122097726
2021-08-10,1.35,3.861,1.05%,开放申购,开放赎回,,0.0036391993761373254,0,0,-0.06444037355061716,0,0.0,0.00022918190260112637,0.21653657146464222,0.8510000109672546,2.72,25.05,20.96,29.05,0.07888862784656214,0.2964747031777879
2021-08-11,1.338,3.849,-0.89%,开放申购,开放赎回,,-0.0031080031080030768,0,0,-0.06620805245617536,0,0.0,0.00013904494096220651,0.20551371935482768,0.8360000252723694,2.72,25.05,19.36,29.05,0.0789652527114418,0.2974279970511947
2021-08-12,1.323,3.834,-1.12%,开放申购,开放赎回,,-0.0038971161340608518,0,0,-0.07193607210689767,0,0.0,0.00014711604710632625,0.20518789261828718,0.8220000267028809,2.72,25.05,19.36,28.96,0.07886488703519746,0.29740742331355235
2021-08-13,1.317,3.828,-0.45%,开放申购,开放赎回,,-0.0015649452269170805,0,0,-0.0852035326338391,0,0.0,0.00012672523990075394,0.20485408571756525,0.824999988079071,2.72,25.05,19.41,29.13,0.07831733208006583,0.2903473197081591
2021-08-16,1.314,3.825,-0.23%,开放申购,开放赎回,,-0.0007836990595609938,0,0,-0.07892500661698758,0,0.0,0.0001256992689010642,0.20730344359803646,0.8289999961853027,2.72,25.05,19.85,29.13,0.0782522497360356,0.29038635314220024
2021-08-17,1.272,3.783,-3.20%,开放申购,开放赎回,,-0.010980392156862862,0,0,-0.11194169823484126,0,0.0,0.00011578105460124648,0.20677955927352726,0.7950000166893005,2.72,25.05,19.53,28.94,0.08026878410476143,0.29369984198249505
2021-08-18,1.276,3.787,0.31%,开放申购,开放赎回,,0.0010573618821041464,0,0,-0.1429240138418485,0,0.0,4.804613753272514e-05,0.21418552713065345,0.796999990940094,2.72,25.05,19.53,30.13,0.07996709081055521,0.2921711592105493
2021-08-19,1.281,3.792,0.39%,开放申购,开放赎回,,0.0013203063110640567,0,0,-0.13453525745776357,0,0.0,4.8359517083346887e-05,0.21398398086694534,0.7829999923706055,2.72,25.05,19.73,30.13,0.07963801812767105,0.2914584925850619
2021-08-20,1.239,3.75,-3.28%,开放申购,开放赎回,,-0.011075949367088556,0,0,-0.17471422836994582,0,0.0,0.0001029908596044898,0.21113157589507597,0.7450000047683716,2.72,25.05,19.73,29.22,0.08127782169004213,0.30178374130695873
2021-08-23,1.257,3.768,1.45%,开放申购,开放赎回,,0.0047999999999999154,0,0,-0.1464167502677698,0,0.0,0.00013081375690704452,0.2116646919470437,0.7490000128746033,2.72,25.05,19.73,29.07,0.08166152754085623,0.30157011201140266
2021-08-24,1.278,3.789,1.67%,开放申购,开放赎回,,0.005573248407643394,0,0,-0.13929644401698457,0,0.0,0.00017742139810049222,0.2125636646423963,0.7680000066757202,2.72,25.05,20.35,29.07,0.08210946793665705,0.30445231333922346
2021-08-25,1.285,3.796,0.55%,开放申购,开放赎回,,0.001847453153866363,0,0,-0.14491346102192393,0,0.0,0.00017223070941770242,0.2124376149490395,0.7839999794960022,2.72,25.05,20.05,29.07,0.08203475530811895,0.30613976661904896
2021-08-26,1.253,3.764,-2.49%,开放申购,开放赎回,,-0.008429926238145424,0,0,-0.14713483862708684,0,0.0,0.00014676725279957884,0.2104577573327862,0.7599999904632568,2.72,25.05,19.42,28.91,0.08322136096366199,0.3087406144279259
2021-08-27,1.259,3.77,0.48%,开放申购,开放赎回,,0.0015940488841659217,0,0,-0.13817701024368262,0,0.0,0.00016779118852551023,0.21415820966578514,0.7599999904632568,2.72,25.05,20.11,29.46,0.08267939355922632,0.30770101474679423
2021-08-30,1.251,3.762,-0.64%,开放申购,开放赎回,,-0.002122015915119402,0,0,-0.15027943688067208,0,0.0,0.0001523383912372541,0.21301720759038018,0.7599999904632568,2.72,25.05,20.13,29.46,0.08260899292053003,0.3073957551937683
2021-08-31,1.232,3.743,-1.52%,开放申购,开放赎回,,-0.005050505050505083,0,0,-0.16654959241960138,0,0.0,0.00011524595428088092,0.21265885677614857,0.7450000047683716,2.72,25.05,19.75,29.46,0.08270124783065491,0.3082329134390768
2021-09-01,1.249,3.76,1.38%,开放申购,开放赎回,,0.004541811381244987,0,0,-0.1396709504463888,0,0.0,8.611440130187637e-05,0.21258669731519772,0.7699999809265137,2.72,25.05,19.63,29.74,0.08308674328044566,0.31383980908090775
2021-09-02,1.22,3.731,-2.32%,开放申购,开放赎回,,-0.007712765957446743,0,0,-0.16021309962333852,0,0.0,4.74064914479939e-05,0.20988746427330743,0.7580000162124634,2.72,25.05,18.79,29.74,0.08362227033441655,0.3136918733810795
2021-09-03,1.223,3.734,0.25%,开放申购,开放赎回,,0.0008040739748056414,0,0,-0.16664308598522665,0,0.0,-1.778847822668663e-05,0.21097032353701844,0.7639999985694885,2.72,25.05,18.73,30.53,0.08361299627755288,0.31313645542190527
2021-09-06,1.263,3.774,3.27%,开放申购,开放赎回,,0.010712372790573133,0,0,-0.12697254637919383,0,0.0,-4.51275074020872e-05,0.21145538089516305,0.7860000133514404,2.72,25.05,18.52,30.69,0.08504478745380271,0.31663410040645307
2021-09-07,1.265,3.776,0.16%,开放申购,开放赎回,,0.0005299417064121847,0,0,-0.11885618641332694,0,0.0,-2.9514266086778712e-05,0.21424802506257207,0.7870000004768372,2.72,25.05,18.45,30.69,0.08460431875327915,0.31609348850771063
2021-09-08,1.256,3.767,-0.71%,开放申购,开放赎回,,-0.002383474576271194,0,0,-0.10424852511273555,0,0.0,-5.8547445757074204e-05,0.21337716438468327,0.7770000100135803,2.72,25.05,18.21,30.69,0.08465684937528019,0.3158143439320821
2021-09-09,1.248,3.759,-0.64%,开放申购,开放赎回,,-0.002123705866737491,0,0,-0.11585050613539224,0,0.0,-3.094151513478464e-05,0.2140317465782308,0.7739999890327454,2.72,25.05,18.62,30.72,0.08470226562130187,0.3156218738024103
2021-09-10,1.249,3.76,0.08%,开放申购,开放赎回,,0.0002660281989890212,0,0,-0.1181323093340025,0,0.0,-6.514616794660777e-05,0.21447711449113338,0.7860000133514404,2.72,25.05,18.62,31.17,0.08382502963362115,0.3141897422127784
2021-09-13,1.242,3.753,-0.56%,开放申购,开放赎回,,-0.0018617021276594592,0,0,-0.1355430662601086,0,0.0,-7.973676673967914e-05,0.2116360668358846,0.7770000100135803,2.72,25.05,18.05,30.68,0.08250622576344815,0.3135741402964855
2021-09-14,1.252,3.763,0.81%,开放申购,开放赎回,,0.002664535038635618,0,0,-0.1401179156539019,0,0.0,-1.3086967940438077e-05,0.208932369191428,0.7720000147819519,2.72,25.05,18.05,29.64,0.08253669526548638,0.31239024634828455
2021-09-15,1.238,3.749,-1.12%,开放申购,开放赎回,,-0.003720435822482049,0,0,-0.14856259436878944,0,0.0,-3.4278197965175556e-05,0.21134882025513405,0.7519999742507935,2.72,25.05,18.05,29.91,0.0823148647287688,0.3095828784767341
2021-09-16,1.238,3.749,0.00%,开放申购,开放赎回,,0.0,0,0,-0.13831951355518596,0,0.0,1.4320805716830831e-05,0.21256184782390147,0.7570000290870667,2.72,25.05,18.74,29.8,0.081885903649404,0.30926761589350943
2021-09-17,1.266,3.777,2.26%,开放申购,开放赎回,,0.0074686583088823255,0,0,-0.13268509872095405,0,0.0,-3.131329476405582e-05,0.2113451875164152,0.7760000228881836,2.72,25.05,18.22,29.8,0.08292390655772015,0.3123293863006829
2021-09-22,1.255,3.766,-0.87%,开放申购,开放赎回,,-0.002912364310299176,0,0,-0.15651261767501684,0,0.0,3.0166245944808446e-06,0.21313898766524214,0.7570000290870667,2.72,25.05,18.4,29.8,0.08261241945579881,0.3125438037081528
2021-09-23,1.253,3.764,-0.16%,开放申购,开放赎回,,-0.0005310674455656361,0,0,-0.14722335988410482,0,0.0,2.0885938666899634e-05,0.21140932109138186,0.7649999856948853,2.72,25.05,18.56,29.63,0.08125685084827296,0.3104855678504233
2021-09-24,1.269,3.78,1.28%,开放申购,开放赎回,,0.004250797024442088,0,0,-0.13447751469140248,0,0.0,-5.798897881867268e-05,0.20775959415599582,0.7919999957084656,2.72,25.05,17.76,29.63,0.08156657360540406,0.31669138624930765
2021-09-27,1.286,3.797,1.34%,开放申购,开放赎回,,0.004497354497354555,0,0,-0.1329686840235274,0,0.0,-7.187475791692251e-05,0.2046661640384929,0.8360000252723694,2.72,25.05,17.01,29.26,0.0819308081879441,0.330657477483233
2021-09-28,1.28,3.791,-0.47%,开放申购,开放赎回,,-0.0015801948907032681,0,0,-0.10152271908011436,0,0.0,-0.00015059025209267652,0.19468523760085119,0.8259999752044678,2.72,25.05,15.71,29.1,0.08180875803689712,0.3301853192400586
2021-09-29,1.268,3.779,-0.94%,开放申购,开放赎回,,-0.0031653917172249635,0,0,-0.107953041356269,0,0.0,-0.00014089689756311915,0.19444015498517253,0.8240000009536743,2.72,25.05,15.84,29.05,0.08184149350920822,0.3301243666517691
2021-09-30,1.285,3.796,1.34%,开放申购,开放赎回,,0.004498544588515507,0,0,-0.06954408807661808,0,0.0,-0.00015126870186975522,0.1943472050448599,0.8299999833106995,2.72,25.05,15.84,29.18,0.08223578694787882,0.32827581181145393
2021-10-08,1.281,3.792,-0.31%,开放申购,开放赎回,,-0.0010537407797681642,0,0,-0.09788535993985252,0,0.0,-7.292232929927584e-05,0.19712002296227402,0.8510000109672546,2.72,25.05,16.82,29.18,0.08048194142987629,0.3245326208712066
2021-10-11,1.266,3.777,-1.17%,开放申购,开放赎回,,-0.003955696202531556,0,0,-0.09152558912637468,0,0.0,-0.0001742370132670461,0.19049974777761797,0.8489999771118164,2.72,25.05,15.87,29.18,0.08068045847559707,0.3244512284011361
